time [s],adc_buf[0],
5.00061,2040,
5.00281,2043,
5.00461,2041,
5.00649,2039,
5.0086,2042,
5.0106,2038,
5.0126,2039,
5.01463,2038,
5.01661,2040,
5.01921,2040,
5.02118,2034,
5.02319,2043,
5.02518,2044,
5.02719,2041,
5.02879,2038,
5.0305,2041,
5.03219,2041,
5.0342,2038,
5.0362,2050,
5.03819,2055,
5.04019,2037,
5.04218,2042,
5.04419,2040,
5.04621,2045,
5.04791,2042,
5.05019,2036,
5.05224,2037,
5.05463,2037,
5.05661,2041,
5.0586,2042,
5.06062,2035,
5.06262,2038,
5.06451,2043,
5.06661,2042,
5.06861,2038,
5.0705,2039,
5.07261,2035,
5.07461,2030,
5.07662,2039,
5.07862,2030,
5.08063,2042,
5.08222,2039,
5.08419,2046,
5.08591,2041,
5.08819,2029,
5.09018,2043,
5.09219,2027,
5.09421,2047,
5.09621,2037,
5.09818,2044,
5.10018,2041,
5.10221,2042,
5.10419,2040,
5.10619,2042,
5.10761,2035,
5.10922,2043,
5.11089,2039,
5.11363,2041,
5.1152,2043,
5.11719,2039,
5.1192,2038,
5.1212,2040,
5.12262,2039,
5.12462,2038,
5.12621,2040,
5.12763,2044,
5.12961,2043,
5.13161,2040,
5.1336,2041,
5.13563,2044,
5.13761,2036,
5.13961,2036,
5.14162,2048,
5.14405,2039,
5.1462,2037,
5.14819,2039,
5.1502,2039,
5.15219,2040,
5.1542,2039,
5.15563,2042,
5.15761,2038,
5.15924,2038,
5.16119,2039,
5.1632,2042,
5.16518,2038,
5.16719,2037,
5.16919,2040,
5.17085,2041,
5.17261,2042,
5.17464,2047,
5.17651,2038,
5.17861,2038,
5.18061,2035,
5.18261,2039,
5.18461,2051,
5.18664,2041,
5.18821,2038,
5.19054,2037,
5.19221,2042,
5.19385,2041,
5.19561,2038,
5.19761,2040,
5.19962,2041,
5.20161,2029,
5.20362,2042,
5.20562,2034,
5.2072,2032,
5.2092,2042,
5.21062,2042,
5.21261,2038,
5.21462,2037,
5.21664,2043,
5.21845,2037,
5.2202,2039,
5.22221,2034,
5.22419,2039,
5.2262,2041,
5.22819,2031,
5.2302,2037,
5.2322,2039,
5.23424,2036,
5.23672,2038,
5.23919,2041,
5.24121,2041,
5.2432,2040,
5.24519,2034,
5.2472,2036,
5.24919,2041,
5.25163,2038,
5.25363,2036,
5.25561,2044,
5.25761,2043,
5.25961,2037,
5.26162,2039,
5.26375,2036,
5.26551,2043,
5.26661,2039,
5.26878,2041,
5.27052,2037,
5.27261,2039,
5.27461,2042,
5.27661,2045,
5.27852,2045,
5.28064,2038,
5.28261,2047,
5.28519,2035,
5.28719,2043,
5.28919,2044,
5.2912,2040,
5.29319,2041,
5.29484,2041,
5.29663,2030,
5.29861,2042,
5.30061,2039,
5.30261,2044,
5.30462,2042,
5.30661,2038,
5.30861,2042,
5.31067,2038,
5.31263,2042,
5.31506,2042,
5.31719,2041,
5.31899,2043,
5.32119,2043,
5.3232,2035,
5.3252,2042,
5.32723,2042,
5.32919,2029,
5.33121,2039,
5.33319,2040,
5.3352,2041,
5.3372,2036,
5.33919,2036,
5.34119,2037,
5.3432,2039,
5.34522,2038,
5.34736,2041,
5.34963,2039,
5.35161,2039,
5.35361,2041,
5.35565,2043,
5.35699,2037,
5.35906,2033,
5.36087,2049,
5.3622,2047,
5.3642,2034,
5.3662,2034,
5.36821,2037,
5.37019,2045,
5.37219,2039,
5.37419,2038,
5.37622,2037,
5.37762,2053,
5.37973,2038,
5.38181,2042,
5.3842,2040,
5.38592,2039,
5.38819,2036,
5.39021,2048,
5.39252,2039,
5.39461,2038,
5.39661,2042,
5.39863,2042,
5.40061,2043,
5.40255,2039,
5.40463,2035,
5.40668,2038,
5.40881,2042,
5.41063,2042,
5.41261,2037,
5.41462,2034,
5.41662,2040,
5.41863,2040,
5.42062,2042,
5.42261,2037,
5.42404,2037,
5.42623,2040,
5.42821,2038,
5.4302,2052,
5.43219,2036,
5.43421,2048,
5.43622,2039,
5.43844,2043,
5.44061,2042,
5.44261,2043,
5.44462,2039,
5.44661,2039,
5.44862,2046,
5.45061,2038,
5.4525,2037,
5.45461,2043,
5.4565,2042,
5.45835,2038,
5.46027,2037,
5.46177,2036,
5.4642,2043,
5.46581,2046,
5.46763,2036,
5.46962,2042,
5.47162,2046,
5.47361,2041,
5.47563,2042,
5.47766,2037,
5.47962,2039,
5.48162,2042,
5.48362,2044,
5.48563,2041,
5.4872,2045,
5.48919,2038,
5.4912,2042,
5.4932,2040,
5.49521,2043,
5.49719,2046,
5.49921,2039,
5.50123,2037,
5.50293,2038,
5.50462,2036,
5.50663,2041,
5.50861,2032,
5.51098,2043,
5.51263,2038,
5.51443,2039,
5.51662,2038,
5.5182,2037,
5.5202,2045,
5.52219,2041,
5.52419,2039,
5.52621,2041,
5.52821,2038,
5.53022,2038,
5.53224,2038,
5.5342,2044,
5.53551,2030,
5.53721,2033,
5.53919,2041,
5.54119,2042,
5.5432,2038,
5.54521,2035,
5.5472,2037,
5.54922,2043,
5.5512,2045,
5.5532,2038,
5.55519,2040,
5.55719,2036,
5.55919,2035,
5.5608,2041,
5.56261,2038,
5.5645,2027,
5.56626,2037,
5.56823,2041,
5.5702,2035,
5.5722,2041,
5.57419,2035,
5.5762,2040,
5.57822,2041,
5.58019,2036,
5.58219,2037,
5.58419,2038,
5.5862,2040,
5.58819,2036,
5.59019,2039,
5.59223,2039,
5.5942,2032,
5.59694,2038,
5.59862,2051,
5.60061,2041,
5.60264,2043,
5.60422,2040,
5.60586,2035,
5.60771,2040,
5.60962,2040,
5.61162,2041,
5.61361,2037,
5.61562,2037,
5.61762,2039,
5.61962,2039,
5.62161,2037,
5.62362,2038,
5.62563,2040,
5.62713,2041,
5.62923,2047,
5.63162,2039,
5.63362,2042,
5.63562,2037,
5.63761,2040,
5.6395,2040,
5.64162,2041,
5.64365,2033,
5.64563,2039,
5.6472,2035,
5.64919,2039,
5.65119,2042,
5.6532,2037,
5.6552,2047,
5.65663,2035,
5.65805,2036,
5.6595,2033,
5.66162,2041,
5.66361,2041,
5.66562,2047,
5.66761,2036,
5.66951,2036,
5.67162,2038,
5.67362,2039,
5.67562,2028,
5.67745,2038,
5.67962,2041,
5.68162,2036,
5.68349,2035,
5.68563,2039,
5.68762,2043,
5.69024,2040,
5.69221,2036,
5.69364,2042,
5.69568,2045,
5.69763,2036,
5.69963,2044,
5.70162,2042,
5.70362,2032,
5.70562,2041,
5.70761,2032,
5.70963,2038,
5.71161,2043,
5.71362,2046,
5.71562,2044,
5.71763,2040,
5.71962,2040,
5.72161,2038,
5.72362,2039,
5.72565,2038,
5.7272,2041,
5.7292,2038,
5.73085,2041,
5.73263,2042,
5.73462,2035,
5.73617,2043,
5.7382,2043,
5.7402,2031,
5.74223,2047,
5.7442,2037,
5.74622,2035,
5.74821,2038,
5.7502,2042,
5.75167,2035,
5.75362,2039,
5.75562,2038,
5.75762,2033,
5.75962,2043,
5.76164,2040,
5.7632,2036,
5.76492,2041,
5.76725,2045,
5.76921,2041,
5.7712,2039,
5.77319,2043,
5.7752,2045,
5.7772,2037,
5.7792,2038,
5.78136,2039,
5.7832,2036,
5.78528,2038,
5.7872,2043,
5.7892,2042,
5.79121,2051,
5.79321,2028,
5.7952,2037,
5.79692,2035,
5.79921,2043,
5.80164,2010,
5.80363,2034,
5.80563,2023,
5.80762,2039,
5.80962,2041,
5.81164,2042,
5.81363,2038,
5.81562,2037,
5.81762,2038,
5.81962,2041,
5.82162,2040,
5.82362,2041,
5.82563,2043,
5.82723,2036,
5.82921,2045,
5.83065,2043,
5.8332,2036,
5.8352,2046,
5.83721,2041,
5.8383,2040,
5.8402,2043,
5.84212,2041,
5.8442,2042,
5.84621,2039,
5.8482,2039,
5.85021,2046,
5.8522,2032,
5.8542,2037,
5.8562,2041,
5.85821,2039,
5.85951,2035,
5.86163,2042,
5.86363,2043,
5.86562,2031,
5.86762,2039,
5.86963,2043,
5.87163,2044,
5.87362,2044,
5.87563,2035,
5.87762,2040,
5.87962,2039,
5.88162,2038,
5.88364,2048,
5.88563,2038,
5.88762,2035,
5.88963,2039,
5.89162,2039,
5.8938,2039,
5.89563,2047,
5.89762,2042,
5.89962,2038,
5.90162,2037,
5.90362,2045,
5.90552,2040,
5.9075,2041,
5.90982,2045,
5.91163,2035,
5.91362,2041,
5.91563,2045,
5.91762,2035,
5.91962,2044,
5.92087,2040,
5.92321,2041,
5.92531,2043,
5.92662,2047,
5.92864,2044,
5.93045,2038,
5.93262,2042,
5.93464,2035,
5.93662,2040,
5.93864,2045,
5.94064,2039,
5.94264,2037,
5.94462,2044,
5.94662,2046,
5.94862,2037,
5.95063,2040,
5.95262,2038,
5.95463,2046,
5.95662,2047,
5.95862,2038,
5.96062,2036,
5.96262,2033,
5.96463,2042,
5.96664,2042,
5.96863,2039,
5.97068,2042,
5.97262,2032,
5.97464,2038,
5.97656,2039,
5.97887,2037,
5.98064,2038,
5.98263,2042,
5.98463,2038,
5.98663,2040,
5.98862,2041,
5.99062,2041,
5.99263,2037,
5.99462,2036,
5.99622,2041,
5.99811,2039,
5.99997,2035,
6.00221,2040,
6.0042,2037,
6.00621,2038,
6.00821,2037,
6.0102,2039,
6.01222,2039,
6.0142,2041,
6.01622,2039,
6.01823,2038,
6.02062,2043,
6.02262,2046,
6.02462,2030,
6.02656,2044,
6.02862,2036,
6.03064,2039,
6.0322,2041,
6.0342,2042,
6.03585,2044,
6.03762,2042,
6.03962,2040,
6.04162,2029,
6.04304,2043,
6.0452,2041,
6.04724,2039,
6.04962,2035,
6.05155,2041,
6.05362,2041,
6.05562,2036,
6.05762,2036,
6.05963,2045,
6.06163,2041,
6.06362,2038,
6.06562,2038,
6.06763,2042,
6.06962,2034,
6.07162,2036,
6.07362,2041,
6.07564,2040,
6.07763,2042,
6.07962,2038,
6.08122,2039,
6.08264,2045,
6.08464,2043,
6.08662,2036,
6.08864,2041,
6.09064,2037,
6.09272,2041,
6.09462,2045,
6.09656,2042,
6.09864,2038,
6.10062,2037,
6.10262,2039,
6.10463,2039,
6.10662,2037,
6.10863,2039,
6.11066,2034,
6.11264,2045,
6.11464,2043,
6.11663,2038,
6.11863,2036,
6.12064,2038,
6.12221,2043,
6.12464,2038,
6.12657,2039,
6.1282,2041,
6.1302,2027,
6.1322,2041,
6.1342,2038,
6.13621,2038,
6.1382,2041,
6.1402,2041,
6.14222,2042,
6.14397,2037,
6.1464,2040,
6.14864,2038,
6.15063,2036,
6.15262,2041,
6.15465,2035,
6.15663,2037,
6.15858,2039,
6.16063,2047,
6.16263,2039,
6.16464,2041,
6.16621,2034,
6.16822,2039,
6.17022,2041,
6.17221,2037,
6.17426,2042,
6.17621,2039,
6.17821,2042,
6.18021,2038,
6.18227,2043,
6.18421,2036,
6.18623,2039,
6.18821,2037,
6.18964,2038,
6.19164,2042,
6.19363,2036,
6.19564,2045,
6.19762,2039,
6.19964,2040,
6.20163,2039,
6.20368,2036,
6.20564,2031,
6.20746,2045,
6.20967,2039,
6.21163,2039,
6.21363,2036,
6.21563,2043,
6.21762,2040,
6.21963,2031,
6.22163,2045,
6.22363,2046,
6.22564,2035,
6.22763,2045,
6.22962,2040,
6.23144,2035,
6.23293,2042,
6.23521,2043,
6.23721,2037,
6.2392,2037,
6.24122,2041,
6.24322,2040,
6.24521,2041,
6.24722,2037,
6.24895,2036,
6.25121,2040,
6.25322,2031,
6.25521,2036,
6.25694,2039,
6.25922,2041,
6.26121,2042,
6.2632,2037,
6.26527,2035,
6.26723,2038,
6.26964,2037,
6.27163,2044,
6.27364,2049,
6.27563,2041,
6.27763,2043,
6.27962,2034,
6.28124,2042,
6.28321,2043,
6.28524,2035,
6.28721,2042,
6.2892,2043,
6.29121,2038,
6.29321,2034,
6.29521,2042,
6.29694,2042,
6.29864,2039,
6.30063,2040,
6.30263,2039,
6.30463,2035,
6.30621,2043,
6.30821,2037,
6.31021,2034,
6.31163,2039,
6.31366,2044,
6.31564,2047,
6.31762,2036,
6.31963,2045,
6.32163,2045,
6.32362,2039,
6.32565,2043,
6.32751,2039,
6.32921,2043,
6.33081,2043,
6.33321,2040,
6.33521,2039,
6.33721,2038,
6.33863,2041,
6.34063,2039,
6.34263,2043,
6.34463,2046,
6.34664,2042,
6.34863,2045,
6.35063,2040,
6.35263,2041,
6.35463,2038,
6.35663,2034,
6.35864,2041,
6.36065,2039,
6.36272,2046,
6.36463,2041,
6.36663,2039,
6.36863,2045,
6.37064,2043,
6.37263,2044,
6.37466,2041,
6.37663,2042,
6.37821,2045,
6.38022,2040,
6.38221,2041,
6.3842,2049,
6.38622,2039,
6.38822,2041,
6.39022,2046,
6.39222,2044,
6.39415,2039,
6.39588,2038,
6.39763,2046,
6.39964,2039,
6.40163,2035,
6.40365,2047,
6.40494,2044,
6.40721,2039,
6.40964,2043,
6.41163,2032,
6.41363,2045,
6.41563,2037,
6.41764,2036,
6.41963,2045,
6.42152,2041,
6.42365,2031,
6.42564,2035,
6.42763,2038,
6.42964,2039,
6.43163,2042,
6.43364,2041,
6.43563,2040,
6.43763,2039,
6.43953,2037,
6.44163,2035,
6.44364,2039,
6.44564,2050,
6.44763,2039,
6.44964,2038,
6.45121,2041,
6.45322,2042,
6.45524,2040,
6.45721,2039,
6.45921,2039,
6.46121,2037,
6.46321,2041,
6.46521,2043,
6.46723,2034,
6.46921,2039,
6.47164,2052,
6.47363,2040,
6.47563,2039,
6.47721,2042,
6.47927,2043,
6.48125,2042,
6.48321,2044,
6.48521,2038,
6.48722,2039,
6.48921,2037,
6.49123,2044,
6.49324,2054,
6.49521,2038,
6.49726,2039,
6.49964,2043,
6.50164,2041,
6.50364,2043,
6.50565,2041,
6.50763,2036,
6.50963,2035,
6.51121,2039,
6.51322,2041,
6.51523,2038,
6.51757,2039,
6.51963,2040,
6.52163,2042,
6.52363,2031,
6.52564,2024,
6.52763,2065,
6.52963,2045,
6.53118,2041,
6.53321,2038,
6.53565,2037,
6.53763,2043,
6.53963,2035,
6.54163,2033,
6.54363,2035,
6.54564,2033,
6.54722,2037,
6.54886,2040,
6.55122,2040,
6.55321,2040,
6.55522,2034,
6.55721,2038,
6.55922,2045,
6.56123,2043,
6.56325,2034,
6.56569,2037,
6.56763,2040,
6.56963,2042,
6.57163,2043,
6.57363,2041,
6.57564,2035,
6.57763,2047,
6.57963,2038,
6.58123,2037,
6.58321,2038,
6.58522,2037,
6.58664,2042,
6.58864,2043,
6.59063,2041,
6.59263,2040,
6.59464,2036,
6.59664,2039,
6.59864,2035,
6.60063,2039,
6.60263,2043,
6.60463,2042,
6.60663,2040,
6.60865,2041,
6.61063,2042,
6.61264,2037,
6.61394,2034,
6.61621,2037,
6.61821,2030,
6.61964,2036,
6.62125,2042,
6.62357,2041,
6.62564,2035,
6.62764,2040,
6.62965,2038,
6.63171,2046,
6.63363,2042,
6.63563,2040,
6.63763,2039,
6.63964,2039,
6.64165,2037,
6.64321,2040,
6.64522,2039,
6.64721,2041,
6.64921,2043,
6.65121,2044,
6.65301,2042,
6.65422,2042,
6.65621,2043,
6.65763,2034,
6.65964,2039,
6.66167,2042,
6.66367,2043,
6.66563,2039,
6.66763,2041,
6.66964,2044,
6.67164,2045,
6.67364,2041,
6.67565,2039,
6.67767,2039,
6.67964,2045,
6.68163,2037,
6.68364,2039,
6.68566,2043,
6.68763,2037,
6.68957,2041,
6.69163,2043,
6.69365,2031,
6.69545,2039,
6.69763,2037,
6.69965,2039,
6.70163,2032,
6.70364,2044,
6.70564,2040,
6.70763,2035,
6.70964,2039,
6.71163,2036,
6.71321,2043,
6.71521,2039,
6.71721,2039,
6.71924,2036,
6.72121,2037,
6.7228,2045,
6.72457,2043,
6.72664,2039,
6.72864,2041,
6.73063,2032,
6.73266,2040,
6.73422,2042,
6.73627,2041,
6.73821,2033,
6.74022,2038,
6.74221,2039,
6.74421,2039,
6.74622,2041,
6.74824,2043,
6.75021,2045,
6.75264,2044,
6.75422,2037,
6.75625,2042,
6.75788,2040,
6.75963,2040,
6.76165,2043,
6.76322,2035,
6.76524,2032,
6.76721,2039,
6.76966,2038,
6.77166,2042,
6.77363,2034,
6.77564,2030,
6.77764,2040,
6.77964,2042,
6.78118,2039,
6.78321,2041,
6.78565,2038,
6.78724,2042,
6.78921,2042,
6.79121,2045,
6.79322,2042,
6.79521,2052,
6.79725,2046,
6.79923,2041,
6.80087,2042,
6.80266,2040,
6.80464,2037,
6.80663,2039,
6.80864,2034,
6.81064,2040,
6.81264,2035,
6.81463,2037,
6.81664,2034,
6.81863,2040,
6.82063,2039,
6.82263,2043,
6.82464,2041,
6.82619,2042,
6.828,2040,
6.82964,2046,
6.83164,2038,
6.83364,2043,
6.83565,2042,
6.83764,2042,
6.83964,2040,
6.8417,2043,
6.84367,2041,
6.84564,2040,
6.84763,2041,
6.84963,2045,
6.85164,2042,
6.85363,2035,
6.85564,2039,
6.85763,2037,
6.85966,2041,
6.86123,2039,
6.86402,2040,
6.86624,2043,
6.86822,2033,
6.87022,2039,
6.87223,2041,
6.87469,2039,
6.87653,2040,
6.87865,2042,
6.88064,2031,
6.88264,2039,
6.88464,2041,
6.88658,2047,
6.88864,2040,
6.89064,2044,
6.89222,2030,
6.89423,2039,
6.89623,2039,
6.89822,2037,
6.90021,2034,
6.90223,2037,
6.90365,2039,
6.90564,2042,
6.90722,2043,
6.90923,2037,
6.91123,2052,
6.91322,2041,
6.91523,2044,
6.91721,2042,
6.91922,2038,
6.92121,2038,
6.92323,2046,
6.92523,2042,
6.92677,2041,
6.92865,2041,
6.93064,2042,
6.93264,2037,
6.93466,2041,
6.93623,2041,
6.93868,2034,
6.94064,2038,
6.94264,2038,
6.94464,2036,
6.94664,2043,
6.94864,2048,
6.95064,2038,
6.95265,2043,
6.95464,2042,
6.95622,2044,
6.95823,2039,
6.96022,2043,
6.96222,2046,
6.96422,2039,
6.96622,2039,
6.96823,2044,
6.97021,2040,
6.9718,2040,
6.97364,2038,
6.97564,2037,
6.97764,2038,
6.97964,2037,
6.98165,2041,
6.98322,2038,
6.98522,2041,
6.98664,2040,
6.98864,2040,
6.99064,2036,
6.99264,2035,
6.99465,2045,
6.99667,2038,
6.99822,2035,
7.00067,2041,
7.00264,2040,
7.00465,2045,
7.00664,2041,
7.00866,2039,
7.01065,2036,
7.01269,2038,
7.01465,2036,
7.01622,2043,
7.01822,2042,
7.02024,2037,
7.02264,2034,
7.02464,2038,
7.02664,2037,
7.02867,2038,
7.03067,2038,
7.03266,2052,
7.03522,2039,
7.03664,2039,
7.03864,2039,
7.04022,2046,
7.04223,2042,
7.04422,2037,
7.04579,2041,
7.04764,2039,
7.04964,2037,
7.05164,2032,
7.05364,2030,
7.05522,2038,
7.05722,2040,
7.05922,2041,
7.06123,2039,
7.06322,2036,
7.06521,2041,
7.06722,2039,
7.06922,2037,
7.07124,2037,
7.07322,2040,
7.07522,2041,
7.07724,2034,
7.07926,2037,
7.08129,2043,
7.08322,2044,
7.08522,2039,
7.08722,2037,
7.08923,2036,
7.09123,2038,
7.09294,2034,
7.09522,2041,
7.09665,2023,
7.09864,2037,
7.10057,2041,
7.10268,2035,
7.10464,2046,
7.10664,2041,
7.10866,2043,
7.11023,2041,
7.11223,2042,
7.11424,2040,
7.11601,2036,
7.11822,2044,
7.11965,2049,
7.12165,2038,
7.12364,2042,
7.12567,2041,
7.12764,2039,
7.12964,2046,
7.13166,2043,
7.13365,2040,
7.13565,2040,
7.13764,2038,
7.13968,2040,
7.14125,2041,
7.14366,2041,
7.14568,2041,
7.14764,2041,
7.14946,2044,
7.15166,2034,
7.15364,2039,
7.15559,2041,
7.15766,2040,
7.15965,2034,
7.16164,2039,
7.16364,2041,
7.16597,2040,
7.16823,2035,
7.17026,2042,
7.17224,2039,
7.17464,2040,
7.17623,2044,
7.17822,2042,
7.18022,2043,
7.18224,2038,
7.18377,2042,
7.18553,2035,
7.18764,2037,
7.18966,2037,
7.19168,2037,
7.19364,2042,
7.19566,2040,
7.19764,2041,
7.19966,2041,
7.20164,2036,
7.20367,2040,
7.20566,2040,
7.20753,2041,
7.20924,2034,
7.21122,2034,
7.21328,2058,
7.21523,2039,
7.21654,2042,
7.2179,2039,
7.21964,2044,
7.22123,2035,
7.22324,2037,
7.22523,2037,
7.22647,2041,
7.22864,2041,
7.23066,2038,
7.2327,2042,
7.23409,2042,
7.23627,2033,
7.23823,2041,
7.24022,2035,
7.24223,2042,
7.24423,2037,
7.24627,2042,
7.24823,2043,
7.24989,2049,
7.25165,2033,
7.25325,2038,
7.25522,2037,
7.25722,2043,
7.25924,2034,
7.26124,2039,
7.26322,2044,
7.26527,2040,
7.26696,2043,
7.26925,2038,
7.27052,2039,
7.27265,2037,
7.27466,2036,
7.27624,2042,
7.27822,2040,
7.28022,2047,
7.28184,2041,
7.28366,2040,
7.28507,2040,
7.28723,2039,
7.28922,2041,
7.29123,2044,
7.29331,2041,
7.29565,2042,
7.29767,2037,
7.2996,2041,
7.30167,2040,
7.30318,2040,
7.30523,2039,
7.30722,2044,
7.30925,2037,
7.31083,2043,
7.31222,2041,
7.31422,2004,
7.31626,2036,
7.31823,2045,
7.32022,2038,
7.32222,2040,
7.32424,2042,
7.32631,2038,
7.32823,2041,
7.33064,2040,
7.33256,2040,
7.33423,2044,
7.33623,2039,
7.33823,2043,
7.34024,2045,
7.34226,2039,
7.34375,2038,
7.3459,2038,
7.34822,2041,
7.35024,2039,
7.35232,2045,
7.35465,2041,
7.35653,2041,
7.35822,2044,
7.35996,2038,
7.36166,2040,
7.36323,2043,
7.36523,2037,
7.36722,2038,
7.36923,2045,
7.37122,2040,
7.37296,2043,
7.37461,2040,
7.37598,2040,
7.37824,2037,
7.38098,2042,
7.38267,2043,
7.38465,2037,
7.38665,2054,
7.38865,2022,
7.38997,2042,
7.39147,2042,
7.39499,2037,
7.39689,2035,
7.39844,2043,
7.40025,2039,
7.40185,2039,
7.40368,2038,
7.40565,2040,
7.40765,2035,
7.40966,2046,
7.41223,2042,
7.41422,2042,
7.41613,2039,
7.41822,2042,
7.42023,2027,
7.42224,2041,
7.42422,2039,
7.4263,2047,
7.42823,2043,
7.43024,2034,
7.43222,2048,
7.43422,2041,
7.43596,2042,
7.43766,2036,
7.44023,2041,
7.44222,2049,
7.44424,2036,
7.44624,2037,
7.44823,2045,
7.45022,2039,
7.45225,2044,
7.45422,2039,
7.45569,2039,
7.45766,2047,
7.45965,2040,
7.46164,2041,
7.46365,2041,
7.46523,2036,
7.46723,2042,
7.46923,2042,
7.47096,2046,
7.47322,2039,
7.47523,2040,
7.47735,2046,
7.47923,2039,
7.48122,2038,
7.48324,2045,
7.48524,2046,
7.48725,2038,
7.48923,2041,
7.49123,2045,
7.49324,2042,
7.49522,2041,
7.49689,2042,
7.49865,2039,
7.50124,2042,
7.50324,2042,
7.50523,2040,
7.50722,2044,
7.50922,2039,
7.51123,2042,
7.51323,2043,
7.51467,2033,
7.51655,2037,
7.51923,2039,
7.52123,2039,
7.52323,2037,
7.52522,2034,
7.52722,2043,
7.52928,2036,
7.5306,2047,
7.53249,2041,
7.53423,2040,
7.53596,2041,
7.53799,2040,
7.54022,2039,
7.54224,2042,
7.54422,2034,
7.54625,2045,
7.54823,2042,
7.55025,2039,
7.55166,2033,
7.55366,2035,
7.55565,2042,
7.55765,2043,
7.55967,2042,
7.56166,2047,
7.56365,2051,
7.56565,2037,
7.56765,2043,
7.56966,2031,
7.57165,2039,
7.57365,2039,
7.57567,2043,
7.57767,2038,
7.57966,2049,
7.58167,2038,
7.58365,2063,
7.58565,2041,
7.58766,2037,
7.58967,2042,
7.59166,2039,
7.59365,2045,
7.59524,2028,
7.59724,2041,
7.59922,2040,
7.60123,2034,
7.60327,2035,
7.60454,2031,
7.60625,2041,
7.6087,2039,
7.61065,2039,
7.61255,2045,
7.61465,2044,
7.61665,2040,
7.61866,2040,
7.62065,2040,
7.62266,2043,
7.62423,2040,
7.62628,2035,
7.62926,2039,
7.63125,2037,
7.63324,2034,
7.63523,2040,
7.63727,2039,
7.63898,2039,
7.64126,2037,
7.64266,2042,
7.64468,2040,
7.64665,2041,
7.64865,2036,
7.65066,2043,
7.65266,2040,
7.65466,2045,
7.65665,2039,
7.65807,2038,
7.66027,2033,
7.66225,2037,
7.66423,2042,
7.66624,2039,
7.66823,2047,
7.67027,2042,
7.6719,2041,
7.67423,2037,
7.67585,2036,
7.67765,2033,
7.67967,2041,
7.68165,2046,
7.68365,2038,
7.68523,2033,
7.68723,2041,
7.68927,2040,
7.69177,2046,
7.69365,2036,
7.69565,2042,
7.69765,2036,
7.69965,2039,
7.70165,2035,
7.70361,2034,
7.7057,2040,
7.70826,2042,
7.71024,2041,
7.71223,2037,
7.71423,2039,
7.71626,2042,
7.71823,2038,
7.72023,2040,
7.72223,2030,
7.72425,2040,
7.72624,2042,
7.72823,2037,
7.73024,2038,
7.73226,2037,
7.73348,2033,
7.73566,2043,
7.73766,2036,
7.73965,2030,
7.74254,2045,
7.74474,2038,
7.74629,2038,
7.74875,2039,
7.75068,2039,
7.75265,2038,
7.75466,2039,
7.75666,2041,
7.75865,2042,
7.76065,2049,
7.76268,2034,
7.76454,2038,
7.76626,2043,
7.76865,2044,
7.77066,2038,
7.77253,2041,
7.77465,2034,
7.77666,2046,
7.77865,2040,
7.78068,2040,
7.78267,2043,
7.78531,2041,
7.78666,2038,
7.78869,2034,
7.7907,2039,
7.79266,2038,
7.79465,2038,
7.79655,2036,
7.79823,2042,
7.80067,2035,
7.80265,2042,
7.80456,2045,
7.80624,2039,
7.80823,2037,
7.81023,2039,
7.81227,2041,
7.81366,2039,
7.81565,2042,
7.81765,2036,
7.81965,2045,
7.82165,2044,
7.82365,2050,
7.82566,2039,
7.82767,2044,
7.82927,2042,
7.83166,2035,
7.83366,2041,
7.83565,2044,
7.83765,2035,
7.83966,2039,
7.84167,2044,
7.84366,2039,
7.84568,2042,
7.84766,2043,
7.84966,2041,
7.85165,2041,
7.85366,2038,
7.85565,2040,
7.85774,2036,
7.85924,2039,
7.86125,2037,
7.86324,2040,
7.86524,2036,
7.86723,2036,
7.86924,2042,
7.87076,2042,
7.87258,2038,
7.87467,2038,
7.87665,2038,
7.87826,2043,
7.88065,2041,
7.88265,2036,
7.88467,2042,
7.88666,2040,
7.88825,2034,
7.89024,2044,
7.8918,2041,
7.89367,2043,
7.89507,2039,
7.89723,2043,
7.89923,2039,
7.90124,2038,
7.90325,2038,
7.90523,2038,
7.90724,2034,
7.90923,2045,
7.91167,2040,
7.91365,2033,
7.91566,2046,
7.91766,2027,
7.91966,2041,
7.92166,2041,
7.92352,2041,
7.92556,2040,
7.92766,2046,
7.92967,2044,
7.93165,2038,
7.93366,2041,
7.93573,2038,
7.93767,2039,
7.93966,2043,
7.94176,2036,
7.94425,2041,
7.94665,2042,
7.94866,2038,
7.95066,2039,
7.95255,2038,
7.95369,2037,
7.95567,2037,
7.95725,2036,
7.95924,2037,
7.96124,2038,
7.96323,2037,
7.96523,2038,
7.96725,2042,
7.96924,2041,
7.97123,2042,
7.97323,2039,
7.97524,2035,
7.97725,2041,
7.97923,2037,
7.98123,2005,
7.98326,2041,
7.98524,2029,
7.98772,2044,
7.98966,2044,
7.99165,2039,
7.99365,2037,
7.9949,2038,
7.99655,2042,
7.99866,2039,
8.00066,2040,
8.00266,2039,
8.00465,2041,
8.00665,2041,
8.00866,2044,
8.01067,2034,
8.01254,2037,
8.01449,2039,
8.01725,2042,
8.01902,2032,
8.02124,2033,
8.02324,2045,
8.02523,2037,
8.02724,2031,
8.02924,2041,
8.03126,2044,
8.03324,2036,
8.03566,2041,
8.03765,2039,
8.03965,2041,
8.04166,2046,
8.04366,2037,
8.04556,2043,
8.04765,2041,
8.04966,2045,
8.05124,2038,
