time [s],filter_volt,
14.6919,1.35286,
14.694,1.35953,
14.6955,1.35678,
14.6981,1.35357,
14.6999,1.35271,
14.7019,1.35318,
14.7039,1.35797,
14.7059,1.35386,
14.708,1.35309,
14.7099,1.35308,
14.7119,1.35665,
14.7138,1.36097,
14.7159,1.35651,
14.7179,1.35647,
14.7199,1.35589,
14.7219,1.35987,
14.7239,1.36145,
14.7259,1.35774,
14.728,1.35853,
14.7296,1.35743,
14.7319,1.35976,
14.7339,1.35565,
14.7359,1.35584,
14.738,1.35631,
14.74,1.35547,
14.7415,1.35663,
14.744,1.3552,
14.7459,1.35688,
14.7479,1.35665,
14.7494,1.35643,
14.7513,1.35567,
14.7535,1.35395,
14.7555,1.35735,
14.758,1.35805,
14.7599,1.35824,
14.762,1.3578,
14.7639,1.35533,
14.766,1.35883,
14.7675,1.35341,
14.7695,1.35381,
14.7715,1.35359,
14.7732,1.35371,
14.7749,1.3587,
14.7765,1.3576,
14.7786,1.35453,
14.7805,1.35395,
14.7825,1.35485,
14.7845,1.35925,
14.7865,1.35768,
14.7882,1.35746,
14.7905,1.35717,
14.7925,1.35501,
14.7943,1.36227,
14.7965,1.35627,
14.7985,1.3576,
14.8005,1.35777,
14.8024,1.3607,
14.8045,1.36126,
14.8065,1.35447,
14.8085,1.35749,
14.8106,1.35714,
14.8125,1.35979,
14.8146,1.35989,
14.8165,1.35838,
14.8185,1.36052,
14.8205,1.35921,
14.8225,1.36201,
14.8245,1.36038,
14.8259,1.36288,
14.8279,1.36367,
14.8299,1.36315,
14.8318,1.36249,
14.834,1.35933,
14.8359,1.36042,
14.8379,1.36263,
14.8399,1.35914,
14.8415,1.35517,
14.8435,1.35572,
14.8455,1.35448,
14.8476,1.35762,
14.8495,1.35436,
14.852,1.3535,
14.8539,1.35507,
14.8558,1.35906,
14.8579,1.35732,
14.8599,1.35607,
14.862,1.35693,
14.864,1.3558,
14.8654,1.36015,
14.8675,1.35535,
14.8693,1.35627,
14.8709,1.35583,
14.8729,1.35692,
14.8749,1.35982,
14.877,1.35647,
14.8789,1.35599,
14.881,1.3572,
14.8829,1.35763,
14.8851,1.35858,
14.887,1.35562,
14.8889,1.35722,
14.891,1.35773,
14.8929,1.36004,
14.8949,1.36035,
14.8969,1.3595,
14.8985,1.35907,
14.9005,1.35903,
14.9025,1.36141,
14.9045,1.36069,
14.9065,1.35449,
14.9085,1.35691,
14.9105,1.35457,
14.9125,1.35518,
14.9145,1.3548,
14.9165,1.3541,
14.9189,1.36065,
14.9209,1.35739,
14.9229,1.3573,
14.9249,1.35583,
14.927,1.36019,
14.9289,1.36009,
14.9308,1.36056,
14.9325,1.35737,
14.9345,1.35505,
14.9359,1.35933,
14.9379,1.3617,
14.9399,1.35759,
14.9414,1.35592,
14.9435,1.35377,
14.9455,1.35545,
14.9475,1.3617,
14.9495,1.35502,
14.952,1.35592,
14.9539,1.35717,
14.9559,1.36019,
14.9579,1.35787,
14.9599,1.3578,
14.9619,1.35891,
14.964,1.35817,
14.9659,1.36278,
14.9679,1.35848,
14.9699,1.35919,
14.9715,1.35814,
14.9735,1.35861,
14.9755,1.35721,
14.9775,1.35207,
14.9795,1.35309,
14.9811,1.35257,
14.9829,1.35355,
14.9849,1.35426,
14.9869,1.35346,
14.9889,1.35614,
14.9909,1.35671,
14.9929,1.35736,
14.9949,1.35705,
14.997,1.35662,
14.9989,1.35898,
15.001,1.35792,
15.0025,1.35761,
15.0045,1.35745,
15.0065,1.35238,
15.0085,1.35818,
15.0105,1.35574,
15.0125,1.35559,
15.0146,1.356,
15.0165,1.35586,
15.0186,1.35885,
15.0205,1.35592,
15.0225,1.35572,
15.0245,1.35576,
15.0265,1.3607,
15.0285,1.36278,
15.0306,1.36077,
15.0319,1.35903,
15.0339,1.35878,
15.0355,1.35856,
15.0375,1.36466,
15.0395,1.35948,
15.0415,1.35922,
15.0435,1.35952,
15.0455,1.36106,
15.0472,1.3644,
15.0489,1.35775,
15.051,1.37046,
15.0529,1.4001,
15.0549,1.42844,
15.0569,1.44873,
15.0589,1.46811,
15.061,1.48241,
15.0629,1.49325,
15.065,1.50518,
15.0669,1.51225,
15.0689,1.51615,
15.0709,1.52213,
15.0729,1.52491,
15.0749,1.52628,
15.0769,1.5271,
15.0789,1.52439,
15.081,1.52688,
15.0829,1.52821,
15.0849,1.52495,
15.087,1.52599,
15.089,1.52594,
15.0909,1.52252,
15.0929,1.52105,
15.0949,1.51751,
15.097,1.51292,
15.0989,1.51068,
15.101,1.50318,
15.1029,1.50136,
15.1045,1.49667,
15.1065,1.49612,
15.1085,1.49379,
15.1105,1.49197,
15.1125,1.48181,
15.1146,1.47645,
15.1165,1.47255,
15.1185,1.46405,
15.1205,1.46253,
15.1225,1.4556,
15.1245,1.45022,
15.1265,1.44834,
15.1285,1.4455,
15.1305,1.43472,
15.1318,1.43245,
15.134,1.43139,
15.136,1.4242,
15.138,1.4227,
15.1399,1.41946,
15.1419,1.41496,
15.144,1.41308,
15.1459,1.40865,
15.1479,1.40359,
15.1499,1.40256,
15.1515,1.39768,
15.1535,1.39576,
15.1555,1.39523,
15.1575,1.39267,
15.1595,1.39025,
15.1616,1.38947,
15.1632,1.38802,
15.165,1.38554,
15.167,1.38084,
15.1689,1.38177,
15.1709,1.3798,
15.173,1.37752,
15.1749,1.37771,
15.1769,1.37483,
15.1789,1.37322,
15.181,1.37428,
15.1829,1.37141,
15.1849,1.36715,
15.1869,1.36983,
15.1889,1.36792,
15.1909,1.36591,
15.193,1.36634,
15.1949,1.36426,
15.1966,1.36108,
15.1985,1.36342,
15.2005,1.36707,
15.2025,1.35922,
15.2045,1.36221,
15.2065,1.36227,
15.2089,1.35855,
15.211,1.35962,
15.2129,1.3577,
15.215,1.35711,
15.2169,1.35771,
15.2189,1.35633,
15.221,1.35248,
15.2229,1.35516,
15.2249,1.35402,
15.227,1.35256,
15.229,1.35291,
15.2308,1.35224,
15.233,1.35121,
15.2345,1.35115,
15.2366,1.35329,
15.2386,1.34615,
15.2402,1.34926,
15.2425,1.35004,
15.2445,1.34801,
15.2465,1.35055,
15.2485,1.35062,
15.2505,1.35037,
15.2525,1.35021,
15.2545,1.35138,
15.257,1.34757,
15.2589,1.34817,
15.261,1.3481,
15.2629,1.34731,
15.2649,1.34826,
15.2669,1.3495,
15.2689,1.34937,
15.2705,1.34687,
15.2725,1.34993,
15.2745,1.34603,
15.2765,1.34696,
15.2785,1.3468,
15.2805,1.34524,
15.2825,1.34678,
15.2845,1.34712,
15.2865,1.34654,
15.2887,1.34594,
15.291,1.34801,
15.5655,1.34691,
15.5675,1.34804,
15.5695,1.34837,
15.5715,1.34773,
15.5735,1.34746,
15.5755,1.34854,
15.5775,1.34864,
15.5795,1.34679,
15.5813,1.34579,
15.583,1.3467,
15.585,1.34538,
15.587,1.34682,
15.589,1.34769,
15.591,1.34856,
15.593,1.34697,
15.5945,1.34505,
15.5965,1.34892,
15.5986,1.3455,
15.6005,1.34703,
15.6026,1.34737,
15.6042,1.34615,
15.606,1.3466,
15.608,1.3467,
15.61,1.34684,
15.612,1.34802,
15.614,1.34866,
15.6158,1.34375,
15.618,1.34595,
15.62,1.34582,
15.622,1.34415,
15.624,1.34689,
15.626,1.34577,
15.628,1.34542,
15.6295,1.34803,
15.6316,1.34805,
15.6335,1.34624,
15.6356,1.34535,
15.6375,1.34548,
15.6395,1.3451,
15.6415,1.3472,
15.6435,1.34669,
15.6455,1.34653,
15.6475,1.34726,
15.6495,1.3469,
15.6513,1.34499,
15.6535,1.34473,
15.6555,1.34599,
15.6575,1.34251,
15.6595,1.345,
15.6615,1.34568,
15.6635,1.34569,
15.6652,1.347,
15.667,1.3456,
15.669,1.34523,
15.6705,1.34336,
15.672,1.34431,
15.674,1.34406,
15.676,1.34244,
15.678,1.34551,
15.68,1.34537,
15.6815,1.34263,
15.6835,1.34551,
15.6855,1.34576,
15.6875,1.34392,
15.6895,1.3433,
15.6916,1.34469,
15.6935,1.34315,
15.6954,1.34327,
15.6972,1.34249,
15.699,1.34213,
15.701,1.34384,
15.703,1.34356,
15.705,1.34444,
15.7069,1.34187,
15.709,1.34308,
15.711,1.34308,
15.7128,1.34442,
15.715,1.34515,
15.717,1.34623,
15.719,1.34667,
15.721,1.34678,
15.723,1.34709,
15.725,1.34524,
15.727,1.34628,
15.729,1.34578,
15.731,1.34632,
15.733,1.34693,
15.735,1.34726,
15.7365,1.34729,
15.7385,1.34877,
15.741,1.34703,
15.7425,1.34603,
15.7445,1.34577,
15.7466,1.3473,
15.7486,1.34695,
15.7505,1.35017,
15.752,1.35,
15.754,1.34864,
15.756,1.35022,
15.758,1.35119,
15.7596,1.3496,
15.762,1.34874,
15.764,1.34845,
15.766,1.34688,
15.768,1.35007,
15.77,1.34978,
15.7714,1.349,
15.7735,1.3514,
15.7755,1.3494,
15.7775,1.34766,
15.7795,1.34727,
15.7815,1.34771,
15.7835,1.34615,
15.7855,1.34877,
15.7875,1.34886,
15.7892,1.34794,
15.7911,1.34722,
15.793,1.34642,
15.795,1.34607,
15.797,1.34394,
15.799,1.34593,
15.8005,1.34732,
15.8025,1.34571,
15.8045,1.3474,
15.8065,1.34896,
15.8085,1.34776,
15.8105,1.34797,
15.8125,1.34934,
15.8145,1.34544,
15.8165,1.34769,
15.8185,1.34771,
15.8205,1.346,
15.8225,1.34859,
15.8245,1.34928,
15.8265,1.34823,
15.8285,1.34867,
15.8306,1.35038,
15.832,1.34529,
15.834,1.34734,
15.836,1.34712,
15.838,1.34458,
15.84,1.34785,
15.842,1.34804,
15.844,1.3473,
15.846,1.3469,
15.848,1.34989,
15.85,1.34511,
15.8515,1.34824,
15.8535,1.34815,
15.8555,1.34739,
15.8575,1.34963,
15.8595,1.34947,
15.8615,1.34969,
15.8635,1.3514,
15.8655,1.3499,
15.8675,1.34962,
15.87,1.34923,
15.872,1.34991,
15.874,1.34755,
15.876,1.3507,
15.878,1.35088,
15.88,1.35042,
15.882,1.35139,
15.884,1.35188,
15.8859,1.34718,
15.888,1.34929,
15.89,1.34884,
15.892,1.34668,
15.894,1.34963,
15.896,1.34986,
15.898,1.34884,
15.9,1.34892,
15.9019,1.34911,
15.904,1.34453,
15.906,1.34659,
15.908,1.34685,
15.91,1.34503,
15.9115,1.34955,
15.9135,1.34767,
15.9156,1.34872,
15.9175,1.3489,
15.9195,1.34883,
15.9215,1.34608,
15.9235,1.34664,
15.9255,1.3539,
15.9276,1.3832,
15.9295,1.4133,
15.9313,1.43599,
15.933,1.45137,
15.935,1.46854,
15.937,1.48387,
15.939,1.49548,
15.941,1.50238,
15.943,1.51266,
15.945,1.51803,
15.947,1.51796,
15.949,1.52189,
15.951,1.52449,
15.9525,1.5258,
15.9545,1.5238,
15.9565,1.52429,
15.9585,1.52393,
15.9605,1.51873,
15.9626,1.51407,
15.9646,1.51305,
15.9665,1.5108,
15.9685,1.50405,
15.9705,1.50282,
15.972,1.50028,
15.974,1.49696,
15.976,1.49321,
15.9778,1.49119,
15.9795,1.48783,
15.9816,1.4853,
15.984,1.47514,
15.986,1.4723,
15.989,1.46486,
15.991,1.45862,
15.993,1.45605,
15.995,1.45176,
15.9966,1.44971,
15.9985,1.44207,
16.0005,1.43697,
16.0026,1.43413,
16.0045,1.43109,
16.0065,1.4251,
16.0085,1.42089,
16.0105,1.41831,
16.0125,1.41376,
16.0146,1.40527,
16.0165,1.40354,
16.0186,1.4008,
16.0205,1.39784,
16.0225,1.3955,
16.0246,1.39412,
16.0265,1.39098,
16.0285,1.38964,
16.0306,1.38554,
16.032,1.38341,
16.034,1.38305,
16.0355,1.38124,
16.0375,1.3783,
16.0396,1.37292,
16.0415,1.37422,
16.0435,1.37097,
16.0455,1.37055,
16.0476,1.36732,
16.0495,1.36801,
16.0516,1.36795,
16.0535,1.36731,
16.0556,1.36026,
16.0575,1.36008,
16.0595,1.35985,
16.0616,1.35877,
16.0635,1.35085,
16.0655,1.35337,
16.0675,1.35269,
16.07,1.35222,
16.072,1.349,
16.074,1.3509,
16.076,1.34926,
16.078,1.35105,
16.08,1.34728,
16.0816,1.34927,
16.083,1.34977,
16.085,1.34754,
16.087,1.34489,
16.089,1.34338,
16.091,1.34448,
16.093,1.34437,
16.095,1.34326,
16.097,1.34308,
16.099,1.34538,
16.101,1.34666,
16.103,1.34353,
16.105,1.34025,
16.107,1.34318,
16.109,1.34357,
16.111,1.34227,
16.113,1.34027,
16.115,1.34178,
16.117,1.3405,
16.119,1.34262,
16.121,1.34153,
16.123,1.34211,
16.125,1.34127,
16.127,1.34226,
16.129,1.33943,
16.1309,1.34118,
16.1326,1.34056,
16.134,1.3412,
16.1365,1.33492,
16.1385,1.33805,
16.1405,1.33745,
16.1425,1.33867,
16.1446,1.33521,
16.1465,1.33751,
16.1485,1.33842,
16.1505,1.33949,
16.1522,1.33434,
16.154,1.33532,
16.156,1.33774,
16.158,1.33783,
16.16,1.33599,
16.162,1.33704,
16.164,1.33882,
16.166,1.33967,
16.168,1.33941,
16.17,1.33932,
16.172,1.34104,
16.174,1.34324,
16.176,1.34045,
16.178,1.33747,
16.18,1.34039,
16.1814,1.34174,
16.1835,1.34087,
16.1853,1.33893,
16.1875,1.34202,
16.1895,1.34081,
16.1912,1.34223,
16.193,1.34249,
16.195,1.34454,
16.197,1.34293,
16.199,1.34539,
16.201,1.34162,
16.2025,1.34245,
16.2045,1.34218,
16.2065,1.34328,
16.2085,1.33956,
16.2102,1.33806,
16.2125,1.34019,
16.2146,1.33993,
16.2165,1.33863,
16.2186,1.33853,
16.2206,1.33935,
16.2225,1.33633,
16.2245,1.33629,
16.2265,1.33491,
16.2286,1.33696,
16.2306,1.33543,
16.232,1.33636,
16.234,1.33276,
16.236,1.33575,
16.238,1.33703,
16.24,1.33856,
16.2415,1.33787,
16.2435,1.3377,
16.2455,1.33905,
16.2476,1.3415,
16.2495,1.33616,
16.2516,1.33761,
16.2535,1.33801,
16.2555,1.33887,
16.2576,1.33816,
16.2595,1.33999,
16.2616,1.3405,
16.263,1.3406,
16.265,1.34174,
16.267,1.34324,
16.269,1.34282,
16.271,1.34236,
16.273,1.34307,
16.275,1.33964,
16.277,1.34068,
16.279,1.34019,
16.281,1.33931,
16.283,1.33471,
16.285,1.3377,
16.287,1.33655,
16.289,1.3382,
16.2904,1.33819,
16.292,1.33946,
16.294,1.33741,
16.2953,1.33799,
16.2975,1.33833,
16.2996,1.33662,
16.3018,1.33857,
16.3039,1.33814,
16.3056,1.33612,
16.3075,1.33359,
16.3095,1.33729,
16.3116,1.33778,
16.3135,1.33783,
16.3156,1.33479,
16.3176,1.33714,
16.3192,1.33696,
16.3215,1.33891,
16.3235,1.33284,
16.3255,1.33557,
16.3275,1.33592,
16.3295,1.33741,
16.3316,1.337,
16.3335,1.34086,
16.3356,1.33922,
16.337,1.33993,
16.339,1.3402,
16.341,1.34194,
16.343,1.34067,
16.345,1.34309,
16.347,1.33939,
16.349,1.34307,
16.3508,1.34271,
16.353,1.3431,
16.355,1.33772,
16.357,1.33921,
16.359,1.33983,
16.361,1.33972,
16.363,1.33614,
16.365,1.33698,
16.367,1.33684,
16.369,1.33826,
16.371,1.33718,
16.373,1.33741,
16.375,1.33857,
16.377,1.33733,
16.379,1.33485,
16.381,1.33542,
16.383,1.33822,
16.385,1.34098,
16.387,1.3387,
16.389,1.33884,
16.391,1.34055,
16.393,1.3417,
16.395,1.33779,
16.3965,1.33443,
16.3986,1.33669,
16.4005,1.33725,
16.4026,1.33814,
16.4045,1.33681,
16.4065,1.34039,
16.4086,1.33922,
16.4106,1.34046,
16.4119,1.34089,
16.4133,1.34084,
16.4156,1.3405,
16.4177,1.34212,
16.4193,1.33833,
16.4216,1.33782,
16.4236,1.34047,
16.4256,1.33964,
16.4276,1.33635,
16.4292,1.33519,
16.4306,1.33722,
16.432,1.33785,
16.4336,1.33752,
16.4356,1.33647,
16.4376,1.33643,
16.4396,1.33745,
16.4416,1.33741,
16.443,1.33982,
16.445,1.33697,
16.4463,1.33908,
16.448,1.33799,
16.4496,1.33687,
16.4513,1.33623,
16.453,1.33547,
16.4549,1.33875,
16.4565,1.33883,
16.4585,1.33969,
16.4605,1.33768,
16.4626,1.33924,
16.4645,1.34053,
16.4665,1.34244,
16.4685,1.33733,
16.4705,1.33705,
16.4726,1.33897,
16.4746,1.3399,
16.4766,1.33734,
16.4786,1.33891,
16.4805,1.33963,
16.4825,1.33983,
16.4845,1.34051,
16.4865,1.34173,
16.4885,1.34143,
16.4905,1.34258,
16.492,1.34216,
16.4941,1.33844,
16.496,1.3424,
16.498,1.34196,
16.5,1.33979,
16.502,1.33693,
16.504,1.33976,
16.5066,1.33829,
16.5085,1.33688,
16.5105,1.33625,
16.512,1.33942,
16.514,1.3381,
16.516,1.33921,
16.518,1.33469,
16.52,1.33795,
16.522,1.33665,
16.5236,1.3374,
16.526,1.33439,
16.528,1.33644,
16.53,1.33814,
16.532,1.34048,
16.534,1.33808,
16.536,1.33919,
16.538,1.341,
16.54,1.3434,
16.5415,1.33561,
16.5436,1.33256,
16.5456,1.33516,
16.5475,1.33632,
16.5496,1.33384,
16.5516,1.33608,
16.5536,1.33665,
16.555,1.3379,
16.5566,1.33954,
16.5585,1.33749,
16.5605,1.33983,
16.562,1.33888,
16.564,1.34178,
16.566,1.33898,
16.568,1.34144,
16.57,1.34381,
16.572,1.34374,
16.574,1.33774,
16.576,1.34064,
16.578,1.34125,
16.58,1.34231,
16.5816,1.33769,
16.5835,1.33827,
16.5852,1.33958,
16.587,1.34083,
16.589,1.33974,
16.591,1.33557,
16.593,1.3378,
16.595,1.33648,
16.597,1.33728,
16.599,1.33562,
16.6008,1.33874,
16.603,1.33859,
16.605,1.33985,
16.607,1.33876,
16.609,1.34049,
16.611,1.34198,
16.613,1.34401,
16.6145,1.33688,
16.6166,1.33681,
16.6186,1.3391,
16.6206,1.34033,
16.6226,1.33623,
16.6246,1.33865,
16.6265,1.33917,
16.6286,1.3393,
16.6306,1.33941,
16.632,1.34077,
16.6346,1.33876,
16.6365,1.34054,
16.6386,1.33912,
16.6405,1.33878,
16.6425,1.33982,
16.6446,1.3393,
16.6465,1.33534,
16.6486,1.33438,
16.6506,1.33731,
16.6526,1.33817,
16.6546,1.33761,
16.6565,1.33755,
16.6585,1.33837,
16.6606,1.33906,
16.6625,1.33675,
16.6641,1.33432,
16.666,1.33826,
16.6683,1.33871,
16.67,1.33959,
16.672,1.33696,
16.674,1.34052,
16.676,1.33869,
16.678,1.34033,
16.68,1.3392,
16.6816,1.33995,
16.6836,1.34031,
16.6856,1.34176,
16.687,1.33851,
16.689,1.33772,
16.691,1.3406,
16.693,1.34225,
16.695,1.3382,
16.697,1.33873,
16.699,1.33986,
16.701,1.33998,
16.7024,1.34063,
16.7046,1.33815,
16.7066,1.3399,
16.7086,1.33817,
16.7106,1.34076,
16.7126,1.33876,
16.7146,1.34019,
16.7166,1.33779,
16.719,1.33786,
16.721,1.33718,
16.723,1.34101,
16.725,1.34179,
16.727,1.34163,
16.729,1.34029,
16.731,1.34293,
16.733,1.34277,
16.735,1.34162,
16.737,1.33761,
16.739,1.34285,
16.741,1.34203,
16.743,1.34256,
16.745,1.34046,
16.747,1.34358,
16.749,1.34153,
16.751,1.34373,
16.7536,1.3433,
16.7556,1.34464,
16.7576,1.3456,
16.7595,1.34449,
16.7616,1.34347,
16.7636,1.34595,
16.7656,1.3468,
16.768,1.34047,
16.77,1.33943,
16.772,1.34029,
16.774,1.3402,
16.7756,1.34149,
16.7776,1.34049,
16.7796,1.34124,
16.7816,1.34123,
16.784,1.33918,
16.7856,1.33692,
16.787,1.33789,
16.789,1.33784,
16.791,1.33785,
16.793,1.33337,
16.795,1.33671,
16.797,1.33734,
16.799,1.33807,
16.801,1.35542,
16.8029,1.38697,
16.8049,1.41397,
16.807,1.43541,
16.809,1.4515,
16.811,1.46782,
16.813,1.48373,
16.8145,1.49349,
16.8166,1.50183,
16.8186,1.50585,
16.8206,1.51219,
16.8226,1.51732,
16.8246,1.51914,
16.8266,1.52072,
16.8286,1.5211,
16.8306,1.52196,
16.8326,1.5212,
16.8346,1.51808,
16.8363,1.51596,
16.8386,1.50929,
16.8406,1.50614,
16.8426,1.50453,
16.8446,1.50095,
16.8466,1.49793,
16.848,1.49518,
16.85,1.48809,
16.852,1.48594,
16.854,1.48337,
16.856,1.47944,
16.858,1.47565,
16.86,1.47106,
16.862,1.46503,
16.8636,1.46088,
16.8656,1.46001,
16.868,1.4536,
16.87,1.45044,
16.872,1.44274,
16.874,1.43519,
16.876,1.43242,
16.878,1.42998,
16.8798,1.42393,
16.882,1.42008,
16.884,1.41558,
16.886,1.40968,
16.888,1.40876,
16.89,1.40716,
16.892,1.40299,
16.894,1.4007,
16.896,1.39786,
16.898,1.39288,
16.9,1.39214,
16.902,1.39115,
16.904,1.386,
16.906,1.38529,
16.908,1.38235,
16.9096,1.37555,
16.9113,1.37392,
16.9133,1.37392,
16.9156,1.37304,
16.9176,1.37151,
16.9196,1.36991,
16.9216,1.36274,
16.9236,1.36079,
16.9256,1.36291,
16.9276,1.36275,
16.9293,1.36152,
16.9313,1.36132,
16.9336,1.35828,
16.9356,1.35634,
16.9376,1.35661,
16.9392,1.35672,
16.941,1.35426,
16.943,1.3539,
16.945,1.35532,
16.947,1.34797,
16.949,1.34791,
16.951,1.34915,
16.9526,1.3493,
16.9546,1.34736,
16.9566,1.34754,
16.9586,1.34355,
16.9607,1.33992,
16.9626,1.34214,
16.9646,1.34492,
16.9666,1.34375,
16.9686,1.34487,
16.9706,1.34448,
16.9726,1.34082,
16.9746,1.34025,
16.9766,1.34275,
16.9786,1.34111,
16.9806,1.342,
16.9826,1.3433,
16.9846,1.33657,
16.9866,1.33671,
16.9886,1.33873,
16.9906,1.33945,
16.9926,1.33886,
16.9946,1.33938,
16.9966,1.33631,
16.9986,1.33492,
17.0006,1.33813,
17.0026,1.33872,
17.0046,1.33737,
17.0066,1.33836,
17.008,1.33939,
17.0094,1.33521,
17.0112,1.33721,
17.0136,1.33826,
17.015,1.33915,
17.017,1.33827,
17.019,1.34051,
17.021,1.33959,
17.023,1.3355,
17.0247,1.33619,
17.027,1.33901,
17.029,1.33629,
17.031,1.33673,
17.033,1.33737,
17.035,1.33065,
17.037,1.33256,
17.039,1.33569,
17.041,1.33648,
17.043,1.33731,
17.045,1.33847,
17.047,1.33528,
17.049,1.3354,
17.051,1.33689,
17.0526,1.33802,
17.0546,1.33642,
17.0566,1.33838,
17.0586,1.33771,
17.0606,1.3322,
17.0626,1.33326,
17.0646,1.33616,
17.0666,1.33563,
17.0684,1.3348,
17.0706,1.33635,
17.0726,1.33232,
17.0746,1.33306,
17.0766,1.33603,
17.0786,1.33543,
17.0806,1.33526,
17.0822,1.33641,
17.084,1.33647,
17.086,1.33439,
17.088,1.33595,
17.09,1.33714,
17.092,1.33538,
17.094,1.33738,
17.096,1.33891,
17.098,1.33293,
17.1,1.3337,
17.1016,1.33425,
17.1036,1.33529,
17.1056,1.33379,
17.1076,1.33474,
17.1096,1.33142,
17.1116,1.32904,
17.1136,1.33297,
17.115,1.33473,
17.117,1.33502,
17.119,1.33636,
17.121,1.33783,
17.123,1.33376,
17.125,1.33463,
17.127,1.33607,
17.129,1.33576,
17.1309,1.33615,
17.1326,1.33791,
17.1348,1.33298,
17.137,1.33212,
17.139,1.33417,
17.141,1.33642,
17.143,1.33486,
17.145,1.33636,
17.147,1.33548,
17.149,1.33139,
17.151,1.33525,
17.1536,1.33661,
17.1556,1.33498,
17.1576,1.33624,
17.1596,1.33651,
17.1616,1.33463,
17.1636,1.33638,
17.165,1.33707,
17.167,1.33617,
17.169,1.33724,
17.171,1.33931,
17.173,1.33433,
17.175,1.3343,
17.177,1.33593,
17.179,1.33609,
17.1806,1.33468,
17.1826,1.33466,
17.185,1.33131,
17.187,1.3285,
17.1886,1.33133,
17.1906,1.33404,
17.1926,1.33456,
17.1946,1.33576,
17.1966,1.33751,
17.1978,1.33381,
17.2,1.3338,
17.2021,1.33533,
17.204,1.33555,
17.206,1.33474,
17.208,1.33718,
17.21,1.33342,
17.2119,1.32958,
17.214,1.3323,
17.216,1.33537,
17.218,1.33384,
17.22,1.3349,
17.222,1.33559,
17.224,1.33124,
17.226,1.33348,
17.228,1.33577,
17.2294,1.33371,
17.2316,1.33349,
17.234,1.33645,
17.236,1.33371,
17.238,1.33484,
17.24,1.3362,
17.242,1.33649,
17.244,1.3367,
17.246,1.33941,
17.248,1.33366,
17.25,1.33341,
17.252,1.33318,
17.254,1.33594,
17.256,1.33322,
17.2578,1.33398,
17.26,1.33313,
17.262,1.32825,
17.264,1.33135,
17.2656,1.33356,
17.2676,1.33449,
17.2696,1.33545,
17.2716,1.33704,
17.2736,1.33351,
17.2756,1.33381,
17.2776,1.33542,
17.2796,1.33612,
17.2813,1.33556,
17.2836,1.33772,
17.2856,1.33443,
17.2876,1.33149,
17.2896,1.33334,
17.2916,1.33649,
17.2936,1.33496,
17.2956,1.33541,
17.2976,1.33619,
17.2996,1.33127,
17.3021,1.33443,
17.3038,1.33656,
17.306,1.33499,
17.308,1.33601,
17.31,1.33756,
17.312,1.33434,
17.314,1.33607,
17.316,1.33672,
17.318,1.33382,
17.3198,1.33573,
17.322,1.33749,
17.324,1.33188,
17.326,1.33251,
17.328,1.33451,
17.33,1.33409,
17.3316,1.33441,
17.3336,1.33515,
17.3356,1.33399,
17.3376,1.32935,
17.3396,1.33247,
17.3416,1.33578,
17.3436,1.33583,
17.3456,1.3372,
17.3476,1.33857,
17.3496,1.33443,
17.3516,1.3344,
17.353,1.33543,
17.355,1.33564,
17.357,1.33587,
17.359,1.3378,
17.361,1.33311,
17.363,1.3315,
17.3646,1.33275,
17.3666,1.33628,
17.3687,1.33558,
17.3706,1.33565,
17.3726,1.33624,
17.3746,1.33173,
17.3766,1.33239,
17.3786,1.33551,
17.3806,1.33495,
17.3826,1.33502,
17.385,1.33595,
17.387,1.33294,
17.389,1.33444,
17.391,1.33572,
17.393,1.33606,
17.395,1.33664,
17.397,1.33877,
17.399,1.3343,
17.401,1.33335,
17.4026,1.33583,
17.4046,1.33793,
17.4066,1.33543,
17.4086,1.33567,
17.4106,1.33613,
17.4126,1.32971,
17.4146,1.33132,
17.4166,1.3347,
17.4186,1.33544,
17.4206,1.33678,
17.4226,1.33813,
17.4246,1.33495,
17.4266,1.3349,
17.4286,1.33641,
17.4306,1.33727,
17.432,1.3366,
17.434,1.33753,
17.4359,1.33544,
17.438,1.33142,
17.44,1.33272,
17.442,1.33587,
17.444,1.33459,
17.446,1.33492,
17.4479,1.335,
17.45,1.33081,
17.4516,1.33313,
17.4536,1.33561,
17.4556,1.33665,
17.4576,1.33547,
17.4596,1.33652,
17.4616,1.33684,
17.4636,1.33491,
17.4656,1.33669,
17.4676,1.33792,
17.4696,1.33646,
17.4716,1.33842,
17.4736,1.33988,
17.4756,1.33408,
17.4776,1.33499,
17.4796,1.3368,
17.4816,1.33546,
17.4836,1.33522,
17.4856,1.33586,
17.4876,1.33075,
17.4896,1.33085,
17.4916,1.33367,
17.4936,1.33541,
17.4956,1.33606,
17.4976,1.33747,
17.4996,1.33619,
17.502,1.33451,
17.504,1.33573,
17.506,1.33606,
17.508,1.33617,
17.51,1.33863,
17.512,1.3335,
17.514,1.33191,
17.516,1.33402,
17.518,1.33656,
17.52,1.33542,
17.522,1.33516,
17.524,1.33512,
17.526,1.33173,
17.528,1.33458,
17.53,1.33676,
17.532,1.33551,
17.534,1.33612,
17.5366,1.33865,
17.5386,1.33545,
17.5406,1.33675,
17.5426,1.33832,
17.5446,1.33503,
17.5466,1.33727,
17.5486,1.33949,
17.5506,1.33534,
17.5522,1.33496,
17.554,1.33491,
17.556,1.33562,
