time [s],filter_volt,voltage,
22.1161,1.71103,1.52478,
22.1181,1.70631,1.48768,
22.1201,1.70185,1.48113,
22.1221,1.69918,1.49932,
22.1241,1.6951,1.50296,
22.1261,1.68824,1.4644,
22.1281,1.68462,1.48695,
22.1301,1.68005,1.49641,
22.1317,1.67744,1.50005,
22.1336,1.67542,1.5386,
22.1356,1.67182,1.48404,
22.1377,1.66744,1.46222,
22.1396,1.66402,1.52406,
22.1416,1.6616,1.49568,
22.1436,1.65646,1.40911,
22.1457,1.65461,1.50732,
22.1477,1.65221,1.48695,
22.1497,1.65141,1.43167,
22.1516,1.65012,1.53351,
22.1536,1.6466,1.48623,
22.1556,1.64299,1.43458,
22.1576,1.63985,1.42585,
22.1591,1.6385,1.77722,
22.1611,1.63783,1.4855,
22.1631,1.63276,1.44258,
22.1647,1.63467,1.47022,
22.1666,1.63266,1.4484,
22.1687,1.63001,1.44694,
22.1706,1.63015,1.51751,
22.1726,1.62827,1.4724,
22.1747,1.62595,1.44403,
22.1766,1.6233,1.47459,
22.1786,1.62313,1.48914,
22.1806,1.62013,1.39093,
22.1826,1.62014,1.50441,
22.1847,1.62117,1.47531,
22.1871,1.61782,1.4484,
22.1891,1.61976,1.52624,
22.1911,1.61822,1.76121,
22.1931,1.6163,1.43894,
22.1951,1.61506,1.49932,
22.1971,1.61426,1.47168,
22.1987,1.61224,1.4353,
22.2007,1.61129,1.45131,
22.2027,1.61117,1.46004,
22.2046,1.60927,1.43603,
22.2066,1.60972,1.43821,
22.2086,1.60949,1.43749,
22.2107,1.60996,1.46367,
22.2126,1.60923,1.42366,
22.2147,1.61043,1.4484,
22.2166,1.6089,1.44985,
22.2191,1.60631,1.43676,
22.2211,1.60524,1.45422,
22.2226,1.60356,1.44331,
22.2246,1.60161,1.43821,
22.2266,1.60174,1.44694,
22.2286,1.60285,1.49423,
22.2307,1.60093,1.43603,
22.2321,1.60258,1.75248,
22.2341,1.60434,1.45349,
22.2361,1.60242,1.39602,
22.2381,1.60362,1.49568,
22.2401,1.6029,1.43239,
22.2421,1.60075,1.41566,
22.2441,1.60096,1.49714,
22.2461,1.60053,1.46295,
22.2481,1.59997,1.43167,
22.2501,1.59892,1.46804,
22.2517,1.60154,1.48113,
22.2531,1.60125,1.43094,
22.2551,1.59758,1.4353,
22.2571,1.59938,1.45349,
22.2591,1.60031,1.48623,
22.2611,1.5987,1.44985,
22.2631,1.60149,1.4644,
22.2651,1.60253,1.47168,
22.2671,1.60022,1.43894,
22.2686,1.60265,1.45858,
22.2706,1.60125,1.46295,
22.2726,1.5986,1.38947,
22.2747,1.59816,1.46731,
22.2766,1.59757,1.44185,
22.2786,1.59657,1.4062,
22.2806,1.59779,1.50878,
22.2827,1.59891,1.74884,
22.2845,1.5986,1.41784,
22.2872,1.60031,1.51169,
22.2891,1.60078,1.45276,
22.2911,1.59875,1.39966,
22.2931,1.59889,1.48186,
22.2951,1.59819,1.43385,
22.2971,1.59621,1.41712,
22.2991,1.59622,1.48914,
22.301,1.59841,1.46586,
22.3031,1.596,1.41639,
22.3051,1.59751,1.48113,
22.3071,1.59664,1.46149,
22.3091,1.59573,1.39165,
22.3111,1.59655,1.49859,
22.3131,1.59681,1.46295,
22.3151,1.5976,1.40911,
22.3171,1.59844,1.81795,
22.3191,1.59869,1.46949,
22.3211,1.59775,1.41421,
22.3231,1.59737,1.4564,
22.3251,1.59813,1.47095,
22.3271,1.59642,1.41493,
22.3291,1.59669,1.44622,
22.3311,1.59669,1.44549,
22.3331,1.59554,1.43312,
22.3345,1.59534,1.45931,
22.3366,1.5966,1.45276,
22.3386,1.59873,1.52115,
22.3406,1.59718,1.44476,
22.3426,1.60003,1.45931,
22.3446,1.601,1.45131,
22.3467,1.59733,1.42366,
22.3486,1.59793,1.44913,
22.3506,1.59673,1.3982,
22.3526,1.59472,1.4404,
22.3546,1.59414,1.46004,
22.3566,1.59561,1.4564,
22.3586,1.59448,1.44185,
22.3607,1.59498,1.48113,
22.3627,1.59746,1.46222,
22.3647,1.59476,1.40038,
22.3667,1.59665,1.4855,
22.3691,1.59871,1.78667,
22.3711,1.59582,1.43458,
22.3731,1.5978,1.45858,
22.3751,1.5983,1.44694,
22.3767,1.59715,1.43458,
22.3787,1.59635,1.4775,
22.3806,1.59946,1.44112,
22.3826,1.59527,1.38511,
22.3847,1.5962,1.4855,
22.3866,1.59582,1.45349,
22.3886,1.5951,1.41421,
22.3906,1.59759,1.51751,
22.3926,1.59719,1.46004,
22.3941,1.59954,1.41639,
22.3961,1.59826,1.42003,
22.3981,1.60037,1.45204,
22.3997,1.60195,1.45349,
22.4017,1.59773,1.43167,
22.4036,1.59726,1.44767,
22.4057,1.59616,1.39311,
22.4076,1.59408,1.74593,
22.4097,1.59344,1.45131,
22.4115,1.59649,1.82014,
22.4136,1.59397,1.44258,
22.4156,1.595,1.48841,
22.4177,1.59768,1.43967,
22.4194,1.59574,1.40329,
22.4216,1.5975,1.49496,
22.4236,1.59769,1.42876,
22.4256,1.59631,1.43458,
22.4277,1.59766,1.5066,
22.4291,1.59761,1.76558,
22.4313,1.59697,1.73429,
22.4331,1.59752,1.42657,
22.4351,1.59696,1.46877,
22.4371,1.59608,1.42366,
22.4387,1.59684,1.44549,
22.4407,1.59673,1.45858,
22.4431,1.59777,1.43312,
22.4451,1.5978,1.43894,
22.4471,1.59881,1.43749,
22.4491,1.59949,1.46004,
22.4511,1.59848,1.41348,
22.4531,1.60016,1.44549,
22.4551,1.59922,1.44767,
22.4571,1.59634,1.42657,
22.4591,1.59705,1.45422,
22.4611,1.5966,1.43458,
22.4631,1.5944,1.7292,
22.4647,1.59472,1.71756,
22.4666,1.59643,1.46004,
22.4686,1.59514,1.44549,
22.4707,1.59637,1.49132,
22.4721,1.59717,1.74884,
22.4741,1.59734,1.40839,
22.4761,1.59829,1.50078,
22.4781,1.59969,1.46076,
22.4801,1.5966,1.40184,
22.4821,1.59707,1.46877,
22.4841,1.59864,1.46877,
22.4861,1.59761,1.40693,
22.4881,1.59642,1.41712,
22.4901,1.59763,1.4724,
22.4921,1.59631,1.43021,
22.4937,1.59534,1.81504,
22.4957,1.59559,1.75976,
22.4976,1.5966,1.7503,
22.4997,1.59553,1.73939,
22.5017,1.59789,1.72265,
22.5037,1.59978,1.79831,
22.5057,1.59757,1.70665,
22.5081,1.60112,1.45131,
22.5101,1.59952,1.43676,
22.5121,1.598,1.43094,
22.5141,1.59784,1.44258,
22.5161,1.59642,1.44622,
22.5181,1.59641,1.4644,
22.5201,1.59666,1.44694,
22.5221,1.59836,1.5066,
22.5241,1.59749,1.43821,
22.5261,1.59956,1.46513,
22.5281,1.60118,1.48914,
22.5301,1.59904,1.43094,
22.5321,1.60045,1.44112,
22.5341,1.59887,1.43094,
22.5361,1.59678,1.44549,
22.5381,1.59721,1.45422,
22.5401,1.59797,1.45204,
22.5421,1.59597,1.45131,
22.5439,1.59707,1.46513,
22.5461,1.59861,1.4564,
22.5481,1.596,1.40548,
22.5501,1.59762,1.47168,
22.5521,1.59918,1.43749,
22.5541,1.59795,1.44258,
22.5567,1.59959,1.72193,
22.5587,1.60048,1.79831,
22.5607,1.59864,1.71174,
22.5627,1.59981,1.73939,
22.5646,1.60008,1.78158,
22.5667,1.59689,1.73575,
22.5687,1.59799,1.74084,
22.5704,1.59746,1.79031,
22.5727,1.59529,1.75757,
22.5747,1.59618,1.72847,
22.5767,1.59817,1.8456,
22.5787,1.59742,1.73793,
22.5807,1.59966,1.7583,
22.5827,1.6008,1.78304,
22.5847,1.5985,1.71756,
22.5872,1.60036,1.45058,
22.5891,1.59838,1.41057,
22.5911,1.59647,1.44622,
22.5931,1.59711,1.45785,
22.5951,1.59821,1.45058,
22.5971,1.59682,1.45858,
22.599,1.59771,1.47313,
22.6011,1.59895,1.8245,
22.6031,1.59629,1.43021,
22.6051,1.59774,1.48623,
22.6071,1.59934,1.44258,
22.6091,1.59799,1.43676,
22.6111,1.60103,1.50587,
22.6131,1.60147,1.45349,
22.6151,1.59958,1.43021,
22.6171,1.59971,1.48914,
22.6191,1.60002,1.74375,
22.6211,1.59716,1.39311,
22.6231,1.59826,1.50369,
22.6251,1.59797,1.43676,
22.6271,1.59717,1.41639,
22.6291,1.59834,1.51387,
22.6311,1.59919,1.46149,
22.6331,1.59976,1.4353,
22.6351,1.60148,1.52042,
22.6371,1.60244,1.47386,
22.6391,1.60022,1.39529,
22.6411,1.60051,1.46804,
22.6431,1.59935,1.45713,
22.6451,1.59708,1.40038,
22.6471,1.59727,1.4273,
22.649,1.59699,1.46586,
22.6511,1.59706,1.43312,
22.6531,1.59534,1.77285,
22.6551,1.59825,1.46877,
22.6571,1.59764,1.44112,
22.6591,1.59768,1.43312,
22.661,1.59875,1.46949,
22.6631,1.59866,1.44767,
22.6651,1.60023,1.39747,
22.6671,1.6011,1.44112,
22.6691,1.60025,1.44112,
22.6711,1.59909,1.41784,
22.6731,1.59995,1.44985,
22.6751,1.59888,1.46222,
22.6772,1.59759,1.4273,
22.6791,1.59851,1.47604,
22.6811,1.59772,1.46513,
22.6831,1.59777,1.44767,
22.6851,1.59836,1.45349,
22.6867,1.59858,1.83323,
22.6887,1.59841,1.7372,
22.6907,1.60045,1.75539,
22.6927,1.60141,1.77358,
22.6947,1.60024,1.71393,
22.6967,1.59879,1.74084,
22.6981,1.59939,1.43094,
22.7001,1.59701,1.39747,
22.7021,1.59655,1.43603,
22.7041,1.5966,1.45713,
22.7061,1.5968,1.4353,
22.7081,1.59659,1.79176,
22.7101,1.5981,1.4724,
22.7121,1.59768,1.43967,
22.7141,1.59788,1.43239,
22.7157,1.59696,1.74739,
22.7177,1.59844,1.75612,
22.7191,1.59877,1.45058,
22.7211,1.60224,1.52915,
22.7231,1.60251,1.45858,
22.7251,1.60061,1.43312,
22.7271,1.60065,1.49714,
22.7291,1.60121,1.46949,
22.7311,1.5985,1.39384,
22.7327,1.5975,1.81286,
22.7347,1.59798,1.74666,
22.7364,1.59762,1.70447,
22.7387,1.59732,1.80122,
22.7406,1.59697,1.7052,
22.7427,1.59894,1.72993,
22.7447,1.60088,1.79395,
22.7467,1.60044,1.76121,
22.7487,1.60016,1.68774,
22.7501,1.59944,1.41057,
22.7517,1.59845,1.74084,
22.7531,1.59923,1.42876,
22.7551,1.59691,1.39893,
22.7571,1.59665,1.43094,
22.7591,1.59692,1.75903,
22.7611,1.59998,2.01364,
22.7631,1.59978,1.77067,
22.7651,1.6008,1.76703,
22.7671,1.59976,1.68919,
22.7688,1.59836,1.80559,
22.7711,1.601,1.76412,
22.7731,1.60048,1.70883,
22.7751,1.6026,1.82959,
22.7771,1.60309,1.74448,
22.7791,1.60213,1.70956,
22.7811,1.60095,1.71247,
22.7831,1.60083,1.75903,
22.7857,1.59771,1.44985,
22.7881,1.5984,1.73939,
22.7901,1.60438,1.71174,
22.7921,1.60262,1.72847,
22.7941,1.60313,1.75539,
22.7961,1.60394,1.75394,
22.7977,1.60271,1.72193,
22.7997,1.60492,1.78667,
22.8017,1.6059,1.77431,
22.8037,1.60512,1.69938,
22.8057,1.60333,1.74593,
22.8077,1.60333,1.76121,
22.8097,1.60073,1.69501,
22.8117,1.59965,1.71756,
22.8137,1.60003,1.73284,
22.8157,1.59892,1.7212,
22.8177,1.59885,1.69647,
22.8197,1.60036,1.7583,
22.8217,1.60071,1.73429,
22.8237,1.59879,1.71756,
22.8257,1.60057,1.76339,
22.8277,1.60102,1.74593,
22.8297,1.60076,1.73357,
22.8313,1.60168,1.71902,
22.8331,1.60357,1.74011,
22.8357,1.59932,1.73357,
22.8377,1.60151,1.7372,
22.8397,1.60144,1.7874,
22.8417,1.59832,1.72993,
22.8437,1.59866,1.74011,
22.8457,1.59809,1.77431,
22.8474,1.59729,1.75903,
22.8497,1.59814,1.73648,
22.8523,1.60012,1.75903,
22.8547,1.60048,1.79322,
22.8567,1.60159,1.76558,
22.8587,1.60105,1.69792,
22.8607,1.59991,1.75321,
22.8627,1.60014,1.75757,
22.8647,1.59687,1.69428,
22.8667,1.596,1.70738,
22.8687,1.596,1.74011,
22.8707,1.59629,1.7212,
22.8721,1.59555,1.43603,
22.8741,1.59626,1.74375,
22.8761,1.59792,1.82377,
22.8781,1.5953,1.73284,
22.8801,1.59723,1.7583,
22.8821,1.59865,1.82086,
22.8841,1.59748,1.74375,
22.886,1.60035,1.76339,
22.8881,1.60098,1.73866,
22.8901,1.5991,1.73793,
22.8921,1.59957,1.73793,
22.8941,1.59993,1.73502,
22.8961,1.59737,1.69647,
22.8981,1.59703,1.73939,
22.8997,1.59682,1.72629,
22.9021,1.59614,1.73066,
22.9041,1.59713,1.74739,
22.9061,1.59827,1.75248,
22.9081,1.5985,1.72702,
22.9101,1.6002,1.81941,
22.9121,1.60067,1.75394,
22.9141,1.59916,1.72047,
22.9161,1.59933,1.78449,
22.9191,1.5979,1.71247,
22.9211,1.59575,1.73502,
22.9231,1.59615,1.71829,
22.9251,1.60799,2.07111,
22.9271,1.63511,2.10531,
22.9291,1.66536,2.14241,
22.9311,1.68769,2.12495,
22.9331,1.70189,2.06748,
22.935,1.71966,2.05802,
22.9367,1.72953,2.00419,
22.9387,1.73926,2.01728,
22.9407,1.75164,2.01437,
22.9427,1.76052,2.06529,
22.9447,1.7615,1.92198,
22.9467,1.7722,1.994,
22.9487,1.77317,1.87906,
22.9507,1.77406,2.00346,
22.9527,1.77413,1.88706,
22.9547,1.77235,1.89725,
22.9567,1.77422,1.88706,
22.9581,1.77209,1.59607,
22.9601,1.77081,1.86888,
22.9617,1.76802,1.88706,
22.9637,1.76627,1.63027,
22.9657,1.7615,1.83178,
22.9677,1.75834,1.86087,
22.9697,1.75169,1.79249,
22.9717,1.74852,1.90452,
22.9737,1.74486,1.82523,
22.9757,1.7375,1.80922,
22.9777,1.73327,1.82014,
22.9797,1.72712,1.77358,
22.9817,1.72191,1.87106,
22.9837,1.71583,1.73575,
22.9857,1.70931,1.78958,
22.9877,1.70536,1.76921,
22.9897,1.70218,1.80704,
22.9917,1.69674,1.83032,
22.9941,1.69572,1.85433,
22.9961,1.68731,1.75103,
22.9981,1.68357,1.80777,
23.0001,1.67836,1.7372,
23.0021,1.67335,1.72775,
23.0041,1.66749,1.82959,
23.0061,1.66356,1.71829,
23.0081,1.65915,1.79686,
23.0101,1.6546,1.70374,
23.0117,1.65132,1.76849,
23.0137,1.64989,1.73138,
23.0157,1.64611,1.76121,
23.0177,1.64521,1.82159,
23.0197,1.64244,1.66664,
23.0217,1.64282,1.81432,
23.0235,1.64299,1.84414,
23.0257,1.63814,1.7292,
23.0277,1.63707,1.78595,
23.0297,1.63342,1.70592,
23.0317,1.63145,1.74739,
23.0337,1.62862,1.80922,
23.0357,1.62552,1.69938,
23.0381,1.62412,1.74302,
23.0401,1.61934,1.73066,
23.0421,1.61854,1.76485,
23.0441,1.61563,1.7052,
23.0461,1.61728,1.79104,
23.0481,1.61765,1.76048,
23.0501,1.61541,1.70956,
23.0521,1.61355,1.71902,
23.0541,1.61214,1.6761,
23.0561,1.61149,1.73575,
23.0581,1.60911,1.75321,
23.0601,1.60924,1.73939,
23.0621,1.60954,1.75903,
23.0641,1.60747,1.72047,
23.0661,1.60914,1.7583,
23.0681,1.60894,1.71829,
23.07,1.60775,1.80413,
23.0721,1.60763,1.7212,
23.0741,1.60495,1.74812,
23.0761,1.60286,1.70447,
23.0781,1.60093,1.70956,
23.0801,1.60196,1.81213,
23.0817,1.60216,1.80486,
23.0837,1.60083,1.72775,
23.0857,1.60255,1.73866,
23.0877,1.60042,1.66155,
23.0897,1.59879,1.75976,
23.0917,1.59804,1.73793,
23.0937,1.59551,1.72556,
23.0957,1.59615,1.75175,
23.0974,1.59418,1.66082,
23.0991,1.59423,1.77358,
23.1011,1.59517,1.72047,
23.1031,1.59269,1.7212,
23.1051,1.59422,1.70374,
23.1071,1.59435,1.71247,
23.1091,1.59254,1.75539,
23.1111,1.59277,1.73939,
23.1131,1.59028,1.71902,
23.1151,1.59169,1.75757,
23.1171,1.5907,1.70738,
23.1191,1.59093,1.76412,
23.1211,1.5934,1.76339,
23.1231,1.59187,1.6921,
23.1251,1.59022,1.72993,
23.1272,1.58755,1.67537,
23.1291,1.58916,1.73357,
23.131,1.58487,1.68119,
23.1331,1.58695,1.81795,
23.1354,1.5899,1.83905,
23.1377,1.58928,1.69283,
23.1397,1.5903,1.75903,
23.1417,1.58842,1.36619,
23.1437,1.58846,1.71102,
23.1457,1.5873,1.73429,
23.1477,1.58855,1.77358,
23.1497,1.59039,1.75248,
23.1521,1.59004,1.69428,
23.1541,1.59218,1.45058,
23.1561,1.59056,1.67464,
23.1581,1.58891,1.71174,
23.1601,1.58844,1.7503,
23.1621,1.5895,1.72556,
23.1641,1.59128,1.79031,
23.1661,1.58989,1.72556,
23.1681,1.59228,1.74812,
23.1701,1.59516,1.7212,
23.1721,1.59424,1.82523,
23.174,1.59217,1.71102,
23.1761,1.59132,1.74884,
23.1781,1.59219,1.70883,
23.1801,1.59145,1.70956,
23.1821,1.59149,1.77722,
23.1841,1.59507,1.86306,
23.1861,1.59327,1.70883,
23.1881,1.59198,1.76048,
23.1901,1.59119,1.68483,
23.1921,1.59001,1.71102,
23.1941,1.58963,1.76994,
23.1961,1.58893,1.74375,
23.198,1.59019,1.75685,
23.2001,1.58901,1.68919,
23.2022,1.58943,1.7372,
23.2041,1.58943,1.69356,
23.2061,1.5875,1.73939,
23.2081,1.58672,1.74084,
23.2101,1.58491,1.71684,
23.2121,1.58766,1.76121,
23.2141,1.58701,1.67464,
23.2161,1.58768,1.76194,
23.2181,1.58814,1.77649,
23.2201,1.58672,1.69356,
23.2217,1.58563,1.69283,
23.2237,1.58495,1.69501,
23.2257,1.58492,1.76994,
23.2277,1.58647,1.73138,
23.2297,1.58472,1.71975,
23.2317,1.5866,1.75976,
23.2337,1.58615,1.7001,
23.2356,1.58439,1.73357,
23.5111,1.58791,1.71465,
23.5131,1.58708,1.73502,
23.515,1.58524,1.71393,
23.5167,1.58689,1.49205,
23.5197,1.58751,1.72338,
23.5217,1.58926,1.50951,
23.5237,1.59092,1.46004,
23.5257,1.58745,1.38438,
23.5277,1.58689,1.52042,
23.5297,1.58732,1.43894,
23.5312,1.58853,1.45204,
23.533,1.58767,1.44476,
23.5351,1.58614,1.70738,
23.5371,1.58708,1.46222,
23.5391,1.58684,1.69501,
23.5411,1.58633,1.71975,
23.5431,1.58475,1.79249,
23.5451,1.58647,1.67755,
23.5471,1.58788,1.76849,
23.549,1.58622,1.67464,
23.5511,1.5877,1.74448,
23.5531,1.58752,1.41566,
23.5551,1.58802,1.7874,
23.5571,1.58813,1.73429,
23.5591,1.58658,1.72702,
23.5611,1.58792,1.7372,
23.5631,1.58582,1.67682,
23.5651,1.58642,1.76267,
23.5667,1.58847,1.4564,
23.5687,1.58793,1.4353,
23.571,1.58847,1.73866,
23.5731,1.5876,1.71756,
23.5751,1.58643,1.71465,
23.5773,1.5849,1.76485,
23.5791,1.58406,1.71247,
23.5811,1.58394,1.72847,
23.5831,1.58353,1.72411,
23.5851,1.58722,1.7212,
23.5871,1.58816,1.74157,
23.5891,1.5874,1.75685,
23.5911,1.58857,1.7423,
23.5931,1.58523,1.71247,
23.5951,1.58703,1.75248,
23.5971,1.58502,1.68483,
23.5991,1.58792,1.49568,
23.6011,1.58984,1.82377,
23.6027,1.59023,1.40693,
23.6047,1.59147,1.50878,
23.6067,1.59082,1.38656,
23.6087,1.58838,1.45204,
23.6107,1.58812,1.40257,
23.6127,1.58687,1.42657,
23.6147,1.58923,1.45567,
23.6167,1.58917,1.40038,
23.6192,1.58906,1.45349,
23.6211,1.58807,1.38438,
23.6231,1.58774,1.45785,
23.6251,1.58724,1.37856,
23.6272,1.58649,1.43239,
23.6291,1.58809,1.45349,
23.631,1.58791,1.41348,
23.6331,1.58904,1.47604,
23.6357,1.58913,1.40839,
23.6377,1.58986,1.47313,
23.6397,1.58962,1.38729,
23.6417,1.58929,1.43021,
23.6437,1.58949,1.44622,
23.6457,1.58884,1.41057,
23.6477,1.5899,1.48841,
23.6497,1.59168,1.48259,
23.652,1.58999,1.48186,
23.6541,1.58983,1.39456,
23.6561,1.58896,1.43239,
23.6581,1.58876,1.43239,
23.6601,1.58779,1.4062,
23.6621,1.58905,1.4935,
23.664,1.59127,1.49205,
23.6657,1.58856,1.41857,
23.6677,1.58972,1.46004,
23.6697,1.58689,1.37129,
23.6717,1.58459,1.46804,
23.6737,1.58424,1.44985,
23.6757,1.58392,1.40184,
23.6777,1.58656,1.47386,
23.6797,1.58566,1.38002,
23.6813,1.58707,1.44767,
23.6831,1.58778,1.7372,
23.6851,1.58554,1.4564,
23.6871,1.58544,1.42512,
23.6891,1.58499,1.39384,
23.6911,1.58633,1.50005,
23.6931,1.58868,1.48768,
23.6951,1.58737,1.39966,
23.6971,1.58867,1.46004,
23.6991,1.58696,1.61208,
23.7011,1.58626,1.42221,
23.703,1.58646,1.42221,
23.7051,1.58605,1.47168,
23.7071,1.58793,1.49423,
23.7091,1.5864,1.41639,
23.7111,1.58868,1.45567,
23.7131,1.58756,1.39456,
23.7151,1.58647,1.46149,
23.7171,1.58554,1.42876,
23.719,1.58357,1.41275,
23.7211,1.58552,1.46949,
23.7231,1.58358,1.36692,
23.7251,1.5844,1.46004,
23.7271,1.58467,1.46804,
23.7291,1.58374,1.28617,
23.731,1.58377,1.43094,
23.7331,1.58371,1.43749,
23.7351,1.58121,1.42148,
23.7371,1.58144,1.43312,
23.7391,1.58168,1.46076,
23.7411,1.58356,1.40984,
23.7431,1.58249,1.43894,
23.7451,1.58446,1.42657,
23.7471,1.58508,1.40766,
23.7491,1.58409,1.74448,
23.7511,1.58481,1.70883,
23.7531,1.58201,1.39165,
23.7551,1.58346,1.45349,
23.7571,1.58245,1.39238,
23.7591,1.58539,1.49277,
23.7611,1.58922,1.51824,
23.7631,1.5892,1.3982,
23.7651,1.58857,1.39456,
23.7667,1.58772,1.3691,
23.7684,1.58737,1.45495,
23.7701,1.58733,1.71684,
23.7721,1.58526,1.45567,
23.7741,1.58821,1.44985,
23.7761,1.58967,1.42439,
23.7781,1.59,1.47604,
23.7801,1.59119,1.43385,
23.7817,1.58978,1.41857,
23.7837,1.58841,1.43821,
23.7857,1.58635,1.4062,
23.7877,1.58816,1.46949,
23.7897,1.58936,1.44112,
23.7917,1.58771,1.41202,
23.7937,1.58975,1.44694,
23.7957,1.58943,1.47531,
23.7977,1.58763,1.45785,
23.7997,1.59262,1.38511,
23.8021,1.6301,1.96199,
23.8041,1.66071,1.85942,
23.8061,1.68072,1.78595,
23.8081,1.70279,1.85796,
23.8101,1.7155,1.66082,
23.8121,1.73011,1.75903,
23.8141,1.7372,1.67901,
23.8161,1.74865,1.84996,
23.8181,1.75698,1.71611,
23.8197,1.75911,1.62954,
23.8217,1.76475,1.71975,
23.8237,1.76393,1.56916,
23.8257,1.7645,1.66882,
23.8277,1.76283,1.56916,
23.8297,1.76167,1.65645,
23.8314,1.75967,1.62226,
23.8337,1.75895,1.68992,
23.8359,1.75779,1.59026,
23.8381,1.75099,1.5597,
23.8401,1.74621,1.56116,
23.8421,1.74489,1.67682,
23.8441,1.74112,1.58516,
23.8461,1.73595,1.55243,
23.8481,1.73268,1.50587,
23.8501,1.72566,1.49423,
23.8517,1.72558,1.53788,
23.8537,1.71906,1.55097,
23.8557,1.71622,1.51969,
23.8577,1.71077,1.49641,
23.8591,1.70728,1.78449,
23.8611,1.70148,1.4775,
23.8631,1.6937,1.29126,
24.1377,0,1.5306,
24.1397,1.57353,1.45713,
24.1417,1.57462,1.47822,
24.1437,1.57435,1.4564,
24.1457,1.57667,1.5306,
24.1477,1.57788,1.50951,
24.1497,1.5786,1.4935,
24.1517,1.57949,1.48986,
24.1537,1.57996,1.74739,
24.1557,1.58036,1.4724,
24.1577,1.58172,1.55243,
24.1597,1.58235,1.47022,
24.1617,1.5824,1.50951,
24.1637,1.58387,1.52042,
24.1657,1.58263,1.46513,
24.1677,1.58219,1.40184,
24.1697,1.58304,1.74448,
24.1717,1.58205,1.4113,
24.1737,1.58185,1.48041,
24.1757,1.58155,1.45131,
24.1777,1.5808,1.72847,
24.1797,1.57881,1.67391,
24.1817,1.57896,1.50078,
24.1837,1.5784,1.50514,
24.1857,1.57798,1.72993,
24.1877,1.5785,1.44112,
24.1897,1.57695,1.45495,
24.1917,1.57666,1.40984,
24.1937,1.57622,1.50223,
24.1957,1.57582,1.70156,
24.1977,1.57467,1.45495,
24.1997,1.57535,1.42439,
24.2017,1.57244,1.71829,
24.2037,1.57159,1.68628,
24.2057,1.57066,1.42803,
24.2077,1.57062,1.41712,
24.2097,1.56981,1.41421,
24.2117,1.57138,1.7503,
24.2133,1.56924,1.74593,
24.2151,1.56973,1.45276,
24.2167,1.57024,1.44694,
24.2187,1.56884,1.71465,
24.2207,1.5698,1.70447,
24.2227,1.57038,1.73648,
24.2247,1.57066,1.65936,
24.2267,1.57227,1.74157,
24.2287,1.57209,1.70374,
24.2311,1.57647,1.43894,
24.2331,1.57679,1.44185,
24.2351,1.58029,1.47168,
24.2371,1.58045,1.40329,
24.2387,1.58247,1.75175,
24.2411,1.58415,1.46004,
24.2431,1.58582,1.4353,
24.2451,1.58546,1.43967,
24.2471,1.58801,1.47531,
24.2491,1.58554,1.39529,
24.2511,1.5859,1.47604,
24.253,1.58436,1.44622,
24.2551,1.58469,1.42803,
24.2571,1.58352,1.43385,
24.2591,1.5853,1.47168,
24.2611,1.58225,1.38875,
24.2631,1.58466,1.46949,
24.2651,1.58172,1.42075,
24.2667,1.58056,1.68555,
24.2687,1.57969,1.68701,
24.2707,1.5801,1.73066,
24.2727,1.57832,1.64482,
24.2747,1.57858,1.80122,
24.2767,1.57633,1.66955,
24.2787,1.57642,1.69065,
24.2807,1.57592,1.68846,
24.2827,1.57603,1.72629,
24.2847,1.57501,1.65282,
24.2865,1.57671,1.72411,
24.2887,1.57322,1.66737,
24.2907,1.57282,1.68846,
24.2927,1.57252,1.67755,
24.2947,1.574,1.70883,
24.2967,1.57118,1.65355,
24.2984,1.5725,1.7132,
24.3007,1.57022,1.671,
24.3032,1.5719,1.42803,
24.3051,1.5725,1.40402,
24.3071,1.57284,1.43458,
24.3091,1.57183,1.3611,
24.3111,1.57517,1.6048,
24.3131,1.57522,1.41712,
24.3151,1.57828,1.44694,
24.3171,1.57909,1.41202,
24.3187,1.58029,1.74302,
24.3207,1.57886,1.68846,
24.3227,1.57754,1.66009,
24.3247,1.57872,1.69647,
24.3267,1.5808,1.75539,
24.3287,1.58216,1.71902,
24.3307,1.58314,1.7503,
24.3321,1.58623,1.46586,
24.3341,1.58346,1.39456,
24.3361,1.58399,1.42585,
24.3381,1.58425,1.41639,
24.3401,1.58542,1.43894,
24.3421,1.58493,1.39602,
24.3441,1.58615,1.46149,
24.3461,1.58302,1.38947,
24.3481,1.58218,1.7292,
24.3501,1.58175,1.42294,
24.3517,1.58013,1.41275,
24.3537,1.57982,1.70447,
24.3557,1.58102,1.75321,
24.3577,1.57774,1.67319,
24.3597,1.57887,1.7954,
24.3617,1.57594,1.74011,
24.3637,1.57651,1.71465,
24.3651,1.57684,1.42512,
24.3671,1.5774,1.45785,
24.369,1.57472,1.39238,
24.3711,1.57526,1.45131,
24.3731,1.57318,1.38438,
24.3747,1.57268,1.45495,
24.3767,1.57198,1.74375,
24.3787,1.57128,1.75103,
24.3807,1.57199,1.74375,
24.3827,1.57053,1.76121,
24.3847,1.5706,1.75539,
24.3867,1.56917,1.73066,
24.3884,1.57157,1.77358,
24.3901,1.57125,1.42148,
24.3921,1.57209,1.46804,
24.3941,1.57079,1.41202,
24.3961,1.57225,1.44913,
24.3979,1.57211,1.7132,
