time [s],filter_volt,voltage,
16.6486,1.33438,1.51678,
16.6506,1.33731,1.52842,
16.6526,1.33817,1.47604,
16.6546,1.33761,1.39456,
16.6565,1.33755,1.48041,
16.6585,1.33837,1.4855,
16.6606,1.33906,1.51896,
16.6625,1.33675,1.35601,
16.6641,1.33432,1.45785,
16.666,1.33826,1.24689,
16.6683,1.33871,1.47677,
16.67,1.33959,1.21124,
16.672,1.33696,1.19815,
16.674,1.34052,1.2367,
16.676,1.33869,1.19742,
16.678,1.34033,1.22434,
16.68,1.3392,1.20397,
16.6816,1.33995,1.50223,
16.6836,1.34031,1.43312,
16.6856,1.34176,1.5146,
16.687,1.33851,1.06284,
16.689,1.33772,1.23016,
16.691,1.3406,1.27599,
16.693,1.34225,1.22797,
16.695,1.3382,1.36619,
16.697,1.33873,1.23598,
16.699,1.33986,1.50296,
16.701,1.33998,1.21779,
16.7024,1.34063,1.22579,
16.7046,1.33815,1.47531,
16.7066,1.3399,1.48259,
16.7086,1.33817,1.47822,
16.7106,1.34076,1.4855,
16.7126,1.33876,1.45713,
16.7146,1.34019,1.50951,
16.7166,1.33779,1.4273,
16.719,1.33786,1.21852,
16.721,1.33718,1.20251,
16.723,1.34101,1.22215,
16.725,1.34179,1.21997,
16.727,1.34163,1.24325,
16.729,1.34029,1.46731,
16.731,1.34293,1.48841,
16.733,1.34277,1.48914,
16.735,1.34162,1.4775,
16.737,1.33761,1.4484,
16.739,1.34285,1.56698,
16.741,1.34203,1.46513,
16.743,1.34256,1.46367,
16.745,1.34046,1.46513,
16.747,1.34358,1.50878,
16.749,1.34153,1.4564,
16.751,1.34373,1.49714,
16.7536,1.3433,1.49059,
16.7556,1.34464,1.48186,
16.7576,1.3456,1.49714,
16.7595,1.34449,1.48041,
16.7616,1.34347,1.46658,
16.7636,1.34595,1.50223,
16.7656,1.3468,1.49059,
16.768,1.34047,1.37056,
16.77,1.33943,1.16541,
16.772,1.34029,1.50005,
16.774,1.3402,1.47313,
16.7756,1.34149,1.49277,
16.7776,1.34049,1.48477,
16.7796,1.34124,1.49132,
16.7816,1.34123,1.48041,
16.784,1.33918,1.25489,
16.7856,1.33692,1.48041,
16.787,1.33789,1.4724,
16.789,1.33784,1.40839,
16.791,1.33785,1.23016,
16.793,1.33337,1.36619,
16.795,1.33671,1.53278,
16.797,1.33734,1.46222,
16.799,1.33807,1.4855,
16.801,1.35542,1.75248,
16.8029,1.38697,1.89216,
16.8049,1.41397,1.87615,
16.807,1.43541,1.80559,
16.809,1.4515,1.72847,
16.811,1.46782,1.79395,
16.813,1.48373,1.77867,
16.8145,1.49349,1.75685,
16.8166,1.50183,1.70374,
16.8186,1.50585,1.67246,
16.8206,1.51219,1.70592,
16.8226,1.51732,1.68628,
16.8246,1.51914,1.65718,
16.8266,1.52072,1.64627,
16.8286,1.5211,1.65864,
16.8306,1.52196,1.65064,
16.8326,1.5212,1.62372,
16.8346,1.51808,1.59462,
16.8363,1.51596,1.60335,
16.8386,1.50929,1.52842,
16.8406,1.50614,1.59026,
16.8426,1.50453,1.59316,
16.8446,1.50095,1.53278,
16.8466,1.49793,1.57789,
16.848,1.49518,1.33637,
16.85,1.48809,1.48986,
16.852,1.48594,1.5888,
16.854,1.48337,1.55825,
16.856,1.47944,1.52478,
16.858,1.47565,1.54588,
16.86,1.47106,1.55534,
16.862,1.46503,1.5066,
16.8636,1.46088,1.53642,
16.8656,1.46001,1.53278,
16.868,1.4536,1.5146,
16.87,1.45044,1.55461,
16.872,1.44274,1.4404,
16.874,1.43519,1.47168,
16.876,1.43242,1.51896,
16.878,1.42998,1.52842,
16.8798,1.42393,1.45785,
16.882,1.42008,1.48332,
16.884,1.41558,1.49423,
16.886,1.40968,1.4644,
16.888,1.40876,1.5306,
16.89,1.40716,1.48841,
16.892,1.40299,1.47168,
16.894,1.4007,1.49641,
16.896,1.39786,1.4935,
16.898,1.39288,1.46149,
16.9,1.39214,1.49859,
16.902,1.39115,1.48695,
16.904,1.386,1.44258,
16.906,1.38529,1.50296,
16.908,1.38235,1.4775,
16.9096,1.37555,1.38147,
16.9113,1.37392,1.47822,
16.9133,1.37392,1.26144,
16.9156,1.37304,1.45567,
16.9176,1.37151,1.4724,
16.9196,1.36991,1.47022,
16.9216,1.36274,1.36037,
16.9236,1.36079,1.46586,
16.9256,1.36291,1.50805,
16.9276,1.36275,1.49859,
16.9293,1.36152,1.46877,
16.9313,1.36132,1.47459,
16.9336,1.35828,1.40766,
16.9356,1.35634,1.47022,
16.9376,1.35661,1.47386,
16.9392,1.35672,1.46076,
16.941,1.35426,1.43312,
16.943,1.3539,1.48768,
16.945,1.35532,1.47168,
16.947,1.34797,1.38074,
16.949,1.34791,1.46149,
16.951,1.34915,1.48623,
16.9526,1.3493,1.47386,
16.9546,1.34736,1.42876,
16.9566,1.34754,1.46004,
16.9586,1.34355,1.39675,
16.9607,1.33992,1.42948,
16.9626,1.34214,1.50223,
16.9646,1.34492,1.25416,
16.9666,1.34375,1.44476,
16.9686,1.34487,1.4775,
16.9706,1.34448,1.47386,
16.9726,1.34082,1.43312,
16.9746,1.34025,1.47022,
16.9766,1.34275,1.47677,
16.9786,1.34111,1.41348,
16.9806,1.342,1.47386,
16.9826,1.3433,1.47022,
16.9846,1.33657,1.36983,
16.9866,1.33671,1.45931,
16.9886,1.33873,1.48332,
16.9906,1.33945,1.43094,
16.9926,1.33886,1.44985,
16.9946,1.33938,1.46586,
16.9966,1.33631,1.12031,
16.9986,1.33492,1.45567,
17.0006,1.33813,1.49641,
17.0026,1.33872,1.46949,
17.0046,1.33737,1.44622,
17.0066,1.33836,1.47386,
17.008,1.33939,1.25707,
17.0094,1.33521,1.42803,
17.0112,1.33721,1.24543,
17.0136,1.33826,1.47168,
17.015,1.33915,1.2418,
17.017,1.33827,1.4564,
17.019,1.34051,1.49277,
17.021,1.33959,1.46658,
17.023,1.3355,1.42294,
17.0247,1.33619,1.45931,
17.027,1.33901,1.48404,
17.029,1.33629,1.41275,
17.031,1.33673,1.47386,
17.033,1.33737,1.44622,
17.035,1.33065,1.3531,
17.037,1.33256,1.48259,
17.039,1.33569,1.49277,
17.041,1.33648,1.45349,
17.043,1.33731,1.45931,
17.045,1.33847,1.4644,
17.047,1.33528,1.38438,
17.049,1.3354,1.45785,
17.051,1.33689,1.47895,
17.0526,1.33802,1.45422,
17.0546,1.33642,1.43239,
17.0566,1.33838,1.49132,
17.0586,1.33771,1.46149,
17.0606,1.3322,1.41348,
17.0626,1.33326,1.46804,
17.0646,1.33616,1.48041,
17.0666,1.33563,1.4062,
17.0684,1.3348,1.46586,
17.0706,1.33635,1.45931,
17.0726,1.33232,1.36547,
17.0746,1.33306,1.47168,
17.0766,1.33603,1.48477,
17.0786,1.33543,1.44403,
17.0806,1.33526,1.4564,
17.0822,1.33641,1.46877,
17.084,1.33647,1.47459,
17.086,1.33439,1.44258,
17.088,1.33595,1.46804,
17.09,1.33714,1.46658,
17.092,1.33538,1.42148,
17.094,1.33738,1.48477,
17.096,1.33891,1.46295,
17.098,1.33293,1.39747,
17.1,1.3337,1.45349,
17.1016,1.33425,1.47386,
17.1036,1.33529,1.43749,
17.1056,1.33379,1.43094,
17.1076,1.33474,1.45785,
17.1096,1.33142,1.37856,
17.1116,1.32904,1.43749,
17.1136,1.33297,1.51169,
17.115,1.33473,1.25198,
17.117,1.33502,1.43458,
17.119,1.33636,1.23307,
17.121,1.33783,1.4724,
17.123,1.33376,1.41857,
17.125,1.33463,1.45931,
17.127,1.33607,1.48186,
17.129,1.33576,1.42221,
17.1309,1.33615,1.46295,
17.1326,1.33791,1.49205,
17.1348,1.33298,1.34219,
17.137,1.33212,1.45204,
17.139,1.33417,1.47968,
17.141,1.33642,1.49496,
17.143,1.33486,1.42439,
17.145,1.33636,1.46877,
17.147,1.33548,1.45713,
17.149,1.33139,1.4193,
17.151,1.33525,1.50587,
17.1536,1.33661,1.46222,
17.1556,1.33498,1.43821,
17.1576,1.33624,1.46877,
17.1596,1.33651,1.46804,
17.1616,1.33463,1.45276,
17.1636,1.33638,1.48841,
17.165,1.33707,1.23088,
17.167,1.33617,1.41493,
17.169,1.33724,1.47531,
17.171,1.33931,1.47604,
17.173,1.33433,1.35237,
17.175,1.3343,1.46222,
17.177,1.33593,1.47677,
17.179,1.33609,1.4353,
17.1806,1.33468,1.41639,
17.1826,1.33466,1.46295,
17.185,1.33131,1.38147,
17.187,1.3285,1.43385,
17.1886,1.33133,1.49932,
17.1906,1.33404,1.47459,
17.1926,1.33456,1.43967,
17.1946,1.33576,1.47168,
17.1966,1.33751,1.48113,
17.1978,1.33381,1.14431,
17.2,1.3338,1.45058,
17.2021,1.33533,1.48041,
17.204,1.33555,1.38438,
17.206,1.33474,1.45204,
17.208,1.33718,1.48841,
17.21,1.33342,1.36765,
17.2119,1.32958,1.21124,
17.214,1.3323,1.46367,
17.216,1.33537,1.48186,
17.218,1.33384,1.44403,
17.22,1.3349,1.46804,
17.222,1.33559,1.45349,
17.224,1.33124,1.40693,
17.226,1.33348,1.48404,
17.228,1.33577,1.47895,
17.2294,1.33371,1.42148,
17.2316,1.33349,1.45276,
17.234,1.33645,1.46513,
17.236,1.33371,1.40548,
17.238,1.33484,1.4724,
17.24,1.3362,1.47313,
17.242,1.33649,1.46949,
17.244,1.3367,1.46076,
17.246,1.33941,1.49714,
17.248,1.33366,1.36328,
17.25,1.33341,1.44694,
17.252,1.33318,1.47022,
17.254,1.33594,1.20615,
17.256,1.33322,1.41493,
17.2578,1.33398,1.46222,
17.26,1.33313,1.45349,
17.262,1.32825,1.40911,
17.264,1.33135,1.50296,
17.2656,1.33356,1.48914,
17.2676,1.33449,1.45204,
17.2696,1.33545,1.4644,
17.2716,1.33704,1.46877,
17.2736,1.33351,1.37856,
17.2756,1.33381,1.45204,
17.2776,1.33542,1.46804,
17.2796,1.33612,1.47022,
17.2813,1.33556,1.45422,
17.2836,1.33772,1.48623,
17.2856,1.33443,1.38002,
17.2876,1.33149,1.43021,
17.2896,1.33334,1.46877,
17.2916,1.33649,1.4855,
17.2936,1.33496,1.43385,
17.2956,1.33541,1.46731,
17.2976,1.33619,1.4564,
17.2996,1.33127,1.19596,
17.3021,1.33443,1.50951,
17.3038,1.33656,1.46367,
17.306,1.33499,1.42439,
17.308,1.33601,1.47095,
17.31,1.33756,1.46513,
17.312,1.33434,1.42075,
17.314,1.33607,1.47531,
17.316,1.33672,1.47531,
17.318,1.33382,1.40548,
17.3198,1.33573,1.47677,
17.322,1.33749,1.47895,
17.324,1.33188,1.35092,
17.326,1.33251,1.4564,
17.328,1.33451,1.48477,
17.33,1.33409,1.43603,
17.3316,1.33441,1.43676,
17.3336,1.33515,1.22652,
17.3356,1.33399,1.14941,
17.3376,1.32935,1.2076,
17.3396,1.33247,1.25562,
17.3416,1.33578,1.25344,
17.3436,1.33583,1.21852,
17.3456,1.3372,1.23816,
17.3476,1.33857,1.26144,
17.3496,1.33443,1.19305,
17.3516,1.3344,1.46658,
17.353,1.33543,1.23016,
17.355,1.33564,1.47095,
17.357,1.33587,1.45276,
17.359,1.3378,1.48986,
17.361,1.33311,1.37783,
17.363,1.3315,1.42657,
17.3646,1.33275,1.46731,
17.3666,1.33628,1.26871,
17.3687,1.33558,1.20106,
17.3706,1.33565,1.23088,
17.3726,1.33624,1.23307,
17.3746,1.33173,1.12176,
17.3766,1.33239,1.25271,
17.3786,1.33551,1.23379,
17.3806,1.33495,1.1625,
17.3826,1.33502,1.23088,
17.385,1.33595,1.46222,
17.387,1.33294,1.40693,
17.389,1.33444,1.47386,
17.391,1.33572,1.47313,
17.393,1.33606,1.47677,
17.395,1.33664,1.46367,
17.397,1.33877,1.49423,
17.399,1.3343,1.36765,
17.401,1.33335,1.43894,
17.4026,1.33583,1.22579,
17.4046,1.33793,1.28181,
17.4066,1.33543,1.20833,
17.4086,1.33567,1.23379,
17.4106,1.33613,1.22725,
17.4126,1.32971,1.15523,
17.4146,1.33132,1.2418,
17.4166,1.3347,1.2418,
17.4186,1.33544,1.20542,
17.4206,1.33678,1.24616,
17.4226,1.33813,1.24398,
17.4246,1.33495,1.14504,
17.4266,1.3349,1.23016,
17.4286,1.33641,1.23234,
17.4306,1.33727,1.18651,
17.432,1.3366,1.21779,
17.434,1.33753,1.48259,
17.4359,1.33544,1.46295,
17.438,1.33142,1.42075,
17.44,1.33272,1.46586,
17.442,1.33587,1.49568,
17.444,1.33459,1.40402,
17.446,1.33492,1.46949,
17.4479,1.335,1.46367,
17.45,1.33081,1.36765,
17.4516,1.33313,1.25416,
17.4536,1.33561,1.49496,
17.4556,1.33665,1.18069,
17.4576,1.33547,1.22797,
17.4596,1.33652,1.23598,
17.4616,1.33684,1.17851,
17.4636,1.33491,1.21924,
17.4656,1.33669,1.23598,
17.4676,1.33792,1.25344,
17.4696,1.33646,1.42148,
17.4716,1.33842,1.26507,
17.4736,1.33988,1.23307,
17.4756,1.33408,1.1916,
17.4776,1.33499,1.24034,
17.4796,1.3368,1.25416,
17.4816,1.33546,1.19087,
17.4836,1.33522,1.22725,
17.4856,1.33586,1.22434,
17.4876,1.33075,1.11449,
17.4896,1.33085,1.24252,
17.4916,1.33367,1.24616,
17.4936,1.33541,1.17923,
17.4956,1.33606,1.22579,
17.4976,1.33747,1.23088,
17.4996,1.33619,1.14068,
17.502,1.33451,1.45713,
17.504,1.33573,1.47168,
17.506,1.33606,1.4775,
17.508,1.33617,1.45858,
17.51,1.33863,1.48404,
17.512,1.3335,1.36256,
17.514,1.33191,1.43385,
17.516,1.33402,1.46731,
17.518,1.33656,1.48404,
17.52,1.33542,1.43094,
17.522,1.33516,1.46586,
17.524,1.33512,1.45495,
17.526,1.33173,1.42439,
17.528,1.33458,1.49568,
17.53,1.33676,1.48186,
17.532,1.33551,1.41784,
17.534,1.33612,1.46877,
17.5366,1.33865,1.47022,
17.5386,1.33545,1.2127,
17.5406,1.33675,1.24325,
17.5426,1.33832,1.25707,
17.5446,1.33503,1.18578,
17.5466,1.33727,1.24471,
17.5486,1.33949,1.23161,
17.5506,1.33534,1.16032,
17.5522,1.33496,1.23889,
17.554,1.33491,1.47168,
17.556,1.33562,1.48041,
17.558,1.33354,1.41057,
17.56,1.33442,1.46367,
17.562,1.33227,1.4564,
17.564,1.32924,1.4113,
17.566,1.33237,1.49932,
17.568,1.33479,1.46804,
17.57,1.33434,1.43239,
17.572,1.33565,1.23743,
17.574,1.33677,1.46949,
17.576,1.33346,1.41348,
17.578,1.33452,1.46004,
17.58,1.33607,1.48041,
17.582,1.33513,1.43821,
17.584,1.33638,1.25198,
17.586,1.33833,1.48695,
17.588,1.33166,1.34073,
17.59,1.33216,1.23379,
17.592,1.33417,1.4775,
17.594,1.33598,1.2127,
17.596,1.33506,1.21633,
17.598,1.33558,1.21561,
17.6,1.33354,1.15523,
17.602,1.33188,1.21924,
17.604,1.33523,1.25635,
17.606,1.33661,1.25271,
17.608,1.33597,1.21779,
17.61,1.33702,1.22943,
17.612,1.33692,1.21124,
17.614,1.33464,1.21561,
17.616,1.33613,1.47022,
17.6181,1.33921,1.2418,
17.62,1.33535,1.19087,
17.622,1.33732,1.29272,
17.624,1.33892,1.23379,
17.6256,1.33525,1.1625,
17.6276,1.33466,1.22725,
17.629,1.33569,1.47677,
17.631,1.33771,1.27017,
17.633,1.33514,1.2076,
17.6346,1.33552,1.22943,
17.6366,1.3363,1.23161,
17.6386,1.33083,1.1174,
17.6406,1.33192,1.2498,
17.6426,1.3351,1.24325,
17.6446,1.33465,1.17123,
17.6466,1.33514,1.23088,
17.6483,1.33675,1.25053,
17.65,1.33541,1.16541,
17.652,1.33368,1.22579,
17.654,1.33558,1.23307,
17.656,1.33646,1.45931,
17.658,1.3359,1.22143,
17.66,1.33775,1.25489,
17.662,1.33792,1.23379,
17.664,1.3324,1.17487,
17.666,1.33354,1.2418,
17.668,1.33595,1.47822,
17.67,1.336,1.20033,
17.672,1.33574,1.22797,
17.674,1.33611,1.22215,
17.676,1.35401,1.60917,
17.678,1.38458,1.67828,
17.68,1.41292,1.61062,
17.682,1.43319,1.81504,
17.684,1.45138,1.75757,
17.686,1.46628,1.55752,
17.688,1.47972,1.5677,
17.69,1.49254,1.56916,
17.692,1.5002,1.50441,
17.6943,1.50794,1.51678,
17.696,1.51104,1.46295,
17.698,1.51748,1.49423,
17.7,1.51832,1.45567,
17.702,1.51902,1.43603,
17.7036,1.51821,1.40766,
17.7056,1.51694,1.3822,
17.7076,1.51469,1.40548,
17.7096,1.51376,1.42585,
17.7116,1.51407,1.42075,
17.713,1.51155,1.56989,
17.7146,1.51113,1.42803,
17.7166,1.50762,1.36328,
17.7186,1.50243,1.36037,
17.7206,1.49868,1.36183,
17.7226,1.49476,1.35892,
17.7246,1.49115,1.36256,
17.7266,1.48534,1.29708,
17.7286,1.47864,1.31818,
17.7306,1.47461,1.34219,
17.7326,1.47194,1.34873,
17.7346,1.46925,1.34801,
17.7366,1.46637,1.35237,
17.7386,1.46183,1.28472,
17.7406,1.45578,1.30509,
17.743,1.45121,1.32836,
17.7446,1.44896,1.50732,
17.7466,1.4475,1.33127,
17.7486,1.44296,1.33127,
17.7506,1.43537,1.2418,
17.7526,1.42982,1.28399,
17.7546,1.42611,1.3029,
17.7566,1.42367,1.308,
17.758,1.42245,1.29563,
17.76,1.41968,1.30509,
17.762,1.41695,1.30509,
17.764,1.41121,1.22434,
17.766,1.40701,1.24034,
17.768,1.40445,1.28981,
17.77,1.40333,1.30436,
17.772,1.40249,1.29563,
17.7746,1.40074,1.29563,
17.7766,1.39088,1.19887,
17.7786,1.38763,1.27744,
17.7806,1.3869,1.28981,
17.7826,1.38477,1.28763,
17.7846,1.38536,1.29054,
17.7866,1.38447,1.29999,
17.789,1.38178,1.45058,
17.791,1.37642,1.23161,
17.793,1.37232,1.24398,
17.795,1.3705,1.27017,
17.797,1.37034,1.27744,
17.799,1.37024,1.2738,
17.801,1.36954,1.27744,
17.803,1.36368,1.17851,
17.8047,1.35907,1.21051,
17.807,1.35665,1.26071,
17.809,1.35746,1.28763,
17.811,1.35952,1.29563,
17.813,1.36177,1.29927,
17.815,1.36256,1.28253,
17.817,1.36073,1.21779,
17.8186,1.35992,1.25416,
17.8206,1.35791,1.25707,
17.8226,1.35803,1.27526,
17.8246,1.35885,1.27744,
17.8266,1.35948,1.28108,
17.8286,1.35894,1.27308,
17.8306,1.35372,1.1756,
17.832,1.34984,1.38947,
17.834,1.34859,1.25125,
17.836,1.34939,1.26798,
17.838,1.34869,1.26726,
17.84,1.34978,1.27308,
17.842,1.35101,1.27453,
17.844,1.35076,1.25998,
17.846,1.34678,1.19305,
17.8479,1.34477,1.23816,
17.8496,1.34535,1.26144,
17.8516,1.34656,1.28326,
17.853,1.34706,1.47313,
17.855,1.34909,1.27308,
17.857,1.34939,1.2738,
17.859,1.34363,1.19669,
17.861,1.34023,1.23743,
17.863,1.3401,1.26362,
17.865,1.34073,1.26726,
17.867,1.34218,1.27671,
17.869,1.3442,1.27744,
17.871,1.34592,1.28181,
17.873,1.34379,1.20397,
17.875,1.33977,1.20833,
17.877,1.33719,1.22506,
17.879,1.33704,1.25489,
17.881,1.33897,1.28835,
17.8826,1.33974,1.26653,
17.8846,1.34102,1.26798,
17.8865,1.33873,1.19378,
17.8886,1.3322,1.15959,
17.8906,1.3307,1.23889,
17.8926,1.33188,1.27089,
17.8946,1.33469,1.28108,
17.8966,1.33888,1.34291,
17.8986,1.34157,1.28108,
17.9006,1.34239,1.26653,
17.9021,1.34179,1.21488,
17.904,1.34004,1.24616,
17.906,1.34006,1.26144,
17.908,1.34155,1.27308,
17.91,1.34351,1.27599,
17.9119,1.34462,1.27308,
17.914,1.34405,1.22579,
17.9156,1.33991,1.17341,
17.9176,1.33653,1.22361,
17.9196,1.3365,1.42512,
17.9216,1.3371,1.26071,
17.9236,1.3381,1.26653,
17.9256,1.33989,1.27089,
17.9274,1.34046,1.26944,
17.9296,1.33998,1.25635,
17.9317,1.33715,1.17778,
17.9336,1.33598,1.24398,
17.9356,1.33583,1.26144,
17.9376,1.33813,1.28035,
17.9396,1.34069,1.27017,
17.9416,1.34278,1.27744,
17.9436,1.3395,1.17923,
17.9456,1.33436,1.17632,
17.9473,1.33455,1.2498,
17.949,1.33519,1.26289,
17.9516,1.33806,1.27526,
17.9536,1.33921,1.28181,
17.9556,1.3416,1.28253,
17.9576,1.34207,1.26726,
17.9596,1.33899,1.17851,
17.9616,1.33502,1.23088,
17.9636,1.33331,1.24107,
17.9656,1.33492,1.26507,
17.968,1.33701,1.26798,
17.97,1.33824,1.26362,
17.9716,1.33723,1.1756,
17.9736,1.33046,1.15595,
17.9756,1.328,1.23525,
17.9776,1.32893,1.26071,
17.9796,1.33173,1.2789,
17.9813,1.33535,1.28544,
17.9836,1.33844,1.28035,
17.9856,1.3403,1.27671,
17.9876,1.33946,1.21342,
17.9896,1.33868,1.24689,
17.9916,1.33923,1.25998,
17.9936,1.34186,1.36328,
17.9956,1.34371,1.27526,
17.9976,1.34506,1.27308,
17.9996,1.3438,1.39238,
18.0016,1.33812,1.17269,
18.0036,1.33597,1.23525,
18.0056,1.33621,1.25562,
18.0076,1.33717,1.26289,
18.0096,1.33845,1.26507,
18.0116,1.3405,1.45858,
18.0136,1.3416,1.26726,
18.015,1.34108,1.42003,
18.017,1.33748,1.22434,
18.0186,1.33708,1.23889,
18.0206,1.33654,1.26362,
18.0226,1.3387,1.27817,
18.0246,1.34137,1.26144,
18.0266,1.34342,1.27308,
18.0286,1.34096,1.18578,
18.0306,1.33501,1.17487,
18.0326,1.33442,1.40911,
18.0346,1.33481,1.26071,
18.0366,1.33687,1.44258,
18.039,1.33917,1.26798,
18.041,1.34114,1.2789,
18.043,1.34128,1.2658,
18.045,1.33684,1.17632,
18.047,1.33449,1.23016,
18.049,1.33246,1.2418,
18.051,1.33434,1.27017,
18.0529,1.33689,1.44403,
18.055,1.33716,1.26362,
18.057,1.3358,1.19742,
18.059,1.32937,1.1545,
18.061,1.32747,1.2367,
18.063,1.3284,1.42512,
18.065,1.33276,1.28472,
18.0666,1.33405,1.2789,
18.0684,1.33862,1.28326,
18.0706,1.33937,1.27671,
18.0726,1.33851,1.21051,
18.0746,1.33757,1.24107,
18.0766,1.33756,1.25489,
18.0786,1.33922,1.26871,
18.0806,1.34111,1.27017,
18.0826,1.34269,1.4484,
18.0846,1.34438,1.27017,
18.0866,1.33749,1.16759,
18.0886,1.33427,1.22652,
18.0906,1.33427,1.25053,
18.0926,1.33466,1.26071,
18.0946,1.33566,1.26144,
18.0967,1.33772,1.27089,
18.0986,1.33944,1.44112,
18.1006,1.33916,1.30218,
18.1026,1.33584,1.21706,
18.105,1.33455,1.24398,
18.107,1.33624,1.27162,
18.109,1.33895,1.27744,
18.111,1.34153,1.27526,
18.113,1.34227,1.27089,
18.115,1.33725,1.16905,
18.117,1.33388,1.23016,
18.119,1.33399,1.2498,
18.121,1.33488,1.24616,
18.123,1.33711,1.2738,
18.125,1.33951,1.28035,
18.127,1.34139,1.2869,
18.1286,1.34111,1.20469,
18.1306,1.33684,1.20833,
18.1326,1.33426,1.37783,
18.1346,1.33297,1.24325,
18.1366,1.33435,1.26726,
18.139,1.33787,1.27308,
18.141,1.33815,1.27017,
18.143,1.33513,1.18433,
18.145,1.32913,1.1625,
18.147,1.32942,1.24398,
18.149,1.33144,1.44331,
18.151,1.33365,1.28835,
18.1526,1.33696,1.2738,
18.1546,1.33844,1.2789,
18.1566,1.33998,1.26944,
18.1586,1.3388,1.20979,
18.1606,1.33821,1.24471,
18.1626,1.33873,1.2578,
18.1646,1.3404,1.26944,
18.1666,1.34234,1.2738,
18.169,1.34492,1.28108,
18.171,1.34066,1.18505,
18.173,1.33588,1.17996,
18.175,1.33495,1.24252,
18.177,1.33549,1.25925,
18.179,1.33746,1.26435,
18.181,1.33941,1.26798,
18.183,1.34155,1.29417,
18.185,1.34147,1.25925,
18.1866,1.33828,1.18214,
18.1886,1.3356,1.40693,
18.1906,1.33539,1.42657,
18.1926,1.33715,1.45495,
18.1946,1.33982,1.47168,
18.1966,1.34253,1.46731,
18.1986,1.3433,1.44185,
18.2006,1.33751,1.35164,
18.2026,1.33536,1.43167,
18.2046,1.33574,1.42948,
18.2066,1.33706,1.44258,
18.2086,1.33889,1.45276,
18.21,1.34192,1.46586,
18.212,1.3439,1.27962,
18.214,1.34225,1.2076,
18.216,1.33795,1.21051,
18.218,1.33552,1.22506,
18.22,1.33556,1.25562,
18.222,1.33732,1.27017,
18.224,1.33893,1.26726,
18.2255,1.3398,1.26362,
18.2276,1.33775,1.39602,
18.2296,1.33115,1.34,
18.231,1.33007,1.40402,
18.233,1.33064,1.25271,
18.235,1.33322,1.27962,
18.237,1.33679,1.28399,
18.239,1.33986,1.28035,
18.241,1.34167,1.28181,
18.243,1.34118,1.21488,
18.2446,1.34036,1.24325,
18.2466,1.33911,1.42512,
18.2486,1.34029,1.45131,
18.2506,1.34201,1.45785,
18.2526,1.34364,1.45131,
18.255,1.3447,1.2738,
18.257,1.33878,1.17269,
18.259,1.33655,1.2287,
18.261,1.33673,1.24543,
18.263,1.33754,1.25416,
18.265,1.33927,1.29636,
18.267,1.3412,1.27162,
18.269,1.34217,1.26944,
18.271,1.3407,1.22579,
18.273,1.33793,1.21415,
18.2746,1.33599,1.40984,
18.2766,1.33644,1.44549,
18.2786,1.33886,1.46367,
18.2806,1.34125,1.46877,
18.2826,1.3433,1.44549,
18.284,1.3424,1.39893,
18.286,1.33663,1.17632,
18.288,1.33617,1.2578,
18.29,1.33666,1.25416,
18.292,1.33823,1.27744,
18.294,1.34066,1.27599,
18.296,1.34223,1.2789,
18.298,1.34331,1.27308,
18.3,1.33897,1.18505,
18.302,1.33612,1.22506,
18.304,1.33401,1.22215,
18.306,1.33516,1.2578,
18.308,1.33682,1.26798,
18.31,1.33852,1.26653,
18.3116,1.3377,1.42294,
18.3136,1.33384,1.3531,
18.3156,1.329,1.37565,
18.3176,1.32809,1.41421,
18.3193,1.33005,1.45567,
18.3216,1.33481,1.47095,
18.3236,1.33687,1.46513,
18.3256,1.33953,1.44767,
18.3276,1.33938,1.4273,
18.3296,1.33807,1.41493,
18.3316,1.33787,1.42876,
18.3336,1.33985,1.44767,
18.3359,1.3434,1.27453,
18.338,1.34498,1.2789,
18.34,1.34485,1.27308,
18.342,1.33897,1.16759,
18.344,1.3362,1.22434,
18.346,1.3363,1.25416,
18.348,1.33693,1.26726,
18.35,1.33825,1.26289,
18.3527,1.33965,1.45858,
18.3546,1.34107,1.44549,
18.3566,1.33922,1.3982,
18.3586,1.33651,1.40693,
18.3606,1.33571,1.42003,
18.3626,1.33728,1.44985,
18.3646,1.34111,1.46731,
18.3666,1.3422,1.45858,
18.369,1.34231,1.20178,
18.371,1.33641,1.16905,
18.3726,1.33442,1.41712,
18.3742,1.33459,1.42585,
18.376,1.3363,1.43167,
18.378,1.33801,1.26871,
18.38,1.34036,1.27962,
18.382,1.34233,1.45131,
18.384,1.34119,1.21706,
18.386,1.33716,1.21124,
18.388,1.33469,1.22797,
18.39,1.33413,1.24543,
18.392,1.33618,1.26653,
18.394,1.33758,1.26216,
18.396,1.33887,1.26653,
18.3979,1.33628,1.38438,
18.4,1.33016,1.15232,
18.402,1.32935,1.24762,
18.4036,1.32913,1.43167,
18.4056,1.33177,1.45349,
18.4076,1.33565,1.47095,
18.4096,1.33839,1.47022,
18.4116,1.34036,1.44112,
18.4136,1.33913,1.42585,
18.415,1.33874,1.26653,
18.417,1.33881,1.25053,
18.419,1.34024,1.26653,
18.421,1.34229,1.27526,
18.423,1.34381,1.2738,
18.425,1.34422,1.27017,
18.427,1.33899,1.16905,
18.429,1.33589,1.22506,
